flightNumber,airline,arrivalDate,arrivalTime,passengers
SU4074,Ural Airlines,2024-12-01,00:06,276
SU531,Ural Airlines,2024-11-07,17:05,341
SU6162,Rossiya,2024-03-18,12:24,256
SU5732,UTair,2024-03-10,23:03,237
SU694,Azimuth,2024-04-13,01:56,271
SU5129,Rossiya,2024-12-26,11:27,293
SU1072,UTair,2024-08-28,02:59,62
SU2838,Yakutia,2024-01-01,00:26,221
SU8876,Nordavia,2024-04-27,09:13,319
SU5403,Azimuth,2024-08-28,23:53,326
SU3583,Azimuth,2024-06-19,20:25,283
SU9731,Rossiya,2024-07-04,02:20,299
SU2445,Rossiya,2024-10-04,00:30,146
SU5054,Aeroflot,2024-05-04,14:28,297
SU3609,Nordavia,2024-09-10,19:13,122
SU8589,Ural Airlines,2024-12-26,11:36,286
SU4604,Rossiya,2024-06-05,01:42,181
SU3846,Red Wings,2024-05-17,05:03,59
SU5443,Yakutia,2024-09-14,01:30,311
SU5274,Nordavia,2024-03-23,09:18,319
SU4474,Aeroflot,2024-01-02,10:00,205
SU7348,Rossiya,2024-06-19,18:02,221
SU6798,Red Wings,2024-01-18,16:16,333
SU1218,Rossiya,2024-10-10,13:46,276
SU2474,Yakutia,2024-07-14,03:41,265
SU4624,Red Wings,2024-08-21,16:28,129
SU461,Aeroflot,2024-10-10,01:03,181
SU5696,Nordavia,2024-09-09,10:51,266
SU1089,Yakutia,2024-02-28,20:45,140
SU1367,UTair,2024-02-21,22:40,133
SU8513,Yakutia,2024-05-17,22:20,259
SU2478,Azimuth,2024-10-16,20:13,50
SU6123,Yakutia,2024-04-06,03:25,111
SU3894,Nordavia,2024-11-25,07:14,68
SU3012,Pobeda,2024-07-28,05:30,292
SU7450,Nordavia,2024-04-24,08:34,193
SU3199,Rossiya,2024-09-01,20:08,115
SU9502,Azimuth,2024-06-16,14:45,173
SU867,UTair,2024-09-11,07:34,249
SU1236,Pobeda,2024-06-23,04:56,58
SU4649,Aeroflot,2024-04-05,23:02,158
SU4074,Ural Airlines,2024-03-17,19:49,182
SU7458,Yakutia,2024-08-17,07:43,276
SU1336,Yakutia,2024-03-04,10:54,199
SU9604,S7 Airlines,2024-02-28,01:31,187
SU4998,Ural Airlines,2024-03-04,06:19,330
SU1372,Azimuth,2024-04-03,10:12,334
SU3903,Nordavia,2024-05-28,02:41,332
SU9592,Nordavia,2024-10-06,03:18,133
SU4842,Rossiya,2024-02-18,22:54,58
SU2842,Red Wings,2024-06-05,15:34,262
SU4274,Azimuth,2024-09-16,05:38,333
SU1640,Pobeda,2024-12-04,08:24,322
SU5121,UTair,2024-12-24,08:20,155
SU5596,Pobeda,2024-03-03,01:04,74
SU8125,Aeroflot,2024-05-15,05:45,189
SU516,S7 Airlines,2024-12-13,21:09,101
SU9409,Pobeda,2024-01-03,21:54,313
SU2456,Yakutia,2024-12-08,21:07,65
SU7156,Nordavia,2024-08-27,19:43,312
SU7922,Azimuth,2024-01-17,12:33,118
SU8328,Azimuth,2024-09-01,02:54,101
SU4691,S7 Airlines,2024-07-23,22:33,231
SU5167,Pobeda,2024-02-07,17:49,310
SU2193,Ural Airlines,2024-11-18,00:19,238
SU4181,Ural Airlines,2024-09-21,04:40,161
SU4253,Aeroflot,2024-05-07,14:43,224
SU3665,Azimuth,2024-10-24,02:51,270
SU4146,Ural Airlines,2024-04-11,13:16,113
SU5572,Red Wings,2024-04-18,05:49,115
SU5543,Aeroflot,2024-01-16,11:16,124
SU2069,Yakutia,2024-06-07,23:48,267
SU7662,Yakutia,2024-12-23,11:07,144
SU6654,Nordavia,2024-09-15,03:56,315
SU3578,Azimuth,2024-12-14,10:25,158
SU5648,S7 Airlines,2024-02-16,00:13,234
SU7566,Pobeda,2024-12-15,18:29,102
SU1718,Pobeda,2024-07-03,12:05,268
SU1593,Yakutia,2024-02-14,16:52,121
SU1369,Nordavia,2024-05-28,06:19,333
SU6327,Aeroflot,2024-12-01,06:07,78
SU1789,Rossiya,2024-10-21,14:30,324
SU5848,Nordavia,2024-01-27,09:17,299
SU1380,Azimuth,2024-03-17,19:39,262
SU3878,Ural Airlines,2024-06-03,21:11,255
SU3573,Pobeda,2024-02-04,16:12,276
SU7286,Aeroflot,2024-11-27,06:54,316
SU1871,Yakutia,2024-06-22,06:19,81
SU6747,Nordavia,2024-02-13,14:56,256
SU5569,Pobeda,2024-10-17,18:42,276
SU6654,Nordavia,2024-07-22,10:26,270
SU9968,UTair,2024-10-06,03:25,274
SU4373,Aeroflot,2024-09-20,23:01,54
SU5730,Red Wings,2024-02-10,07:01,93
SU8258,Rossiya,2024-03-08,20:03,142
SU3016,Ural Airlines,2024-11-28,10:43,343
SU5007,Ural Airlines,2024-05-01,23:29,244
SU6557,S7 Airlines,2024-01-10,09:31,343
SU503,S7 Airlines,2024-11-03,23:46,107
SU7410,UTair,2024-03-04,02:23,220
SU5495,Azimuth,2024-02-28,16:27,143
SU7415,UTair,2024-10-28,07:28,274
SU4819,Aeroflot,2024-02-26,17:10,132
SU2903,Rossiya,2024-06-18,13:22,335
SU7656,Pobeda,2024-11-21,15:45,266
SU5902,Ural Airlines,2024-10-28,14:32,53
SU6118,Aeroflot,2024-05-07,07:09,323
SU3854,Pobeda,2024-06-15,12:46,304
SU9320,Red Wings,2024-09-09,02:31,98
SU5579,Ural Airlines,2024-07-03,20:56,157
SU379,Red Wings,2024-12-24,02:28,60
SU5425,Azimuth,2024-07-18,14:14,331
SU8960,Azimuth,2024-09-28,04:54,151
SU1942,Red Wings,2024-07-11,00:41,114
SU8908,S7 Airlines,2024-09-18,03:06,159
SU5463,S7 Airlines,2024-12-24,01:12,184
SU2570,UTair,2024-09-06,03:51,339
SU7481,Yakutia,2024-06-14,08:39,275
SU730,Azimuth,2024-10-23,09:20,73
SU5781,Red Wings,2024-05-01,12:55,119
SU794,Red Wings,2024-08-13,16:04,324
SU7760,UTair,2024-05-21,02:03,158
SU2127,Red Wings,2024-11-19,05:17,236
SU9065,Pobeda,2024-12-05,04:40,305
SU484,UTair,2024-09-14,13:44,345
SU375,Azimuth,2024-06-13,02:36,313
SU560,Azimuth,2024-06-21,15:50,90
SU1069,UTair,2024-07-02,01:09,122
SU3667,Ural Airlines,2024-09-21,23:59,137
SU9182,UTair,2024-06-24,12:01,122
SU7407,UTair,2024-08-10,09:31,75
SU3894,Yakutia,2024-11-07,01:13,314
SU1776,Rossiya,2024-06-11,22:05,343
SU2936,Yakutia,2024-05-19,21:25,107
SU5817,UTair,2024-09-21,08:02,162
SU6276,Ural Airlines,2024-01-16,18:15,325
SU7241,Red Wings,2024-06-08,14:04,138
SU3152,Aeroflot,2024-01-27,13:17,231
SU2528,Red Wings,2024-04-26,19:41,167
SU5396,Yakutia,2024-01-09,01:27,264
SU3652,Yakutia,2024-09-12,19:13,244
SU5711,Pobeda,2024-09-20,01:31,246
SU9966,Nordavia,2024-12-15,15:17,157
SU9422,Rossiya,2024-03-03,18:47,315
SU2918,Azimuth,2024-02-04,12:12,273
SU2157,Yakutia,2024-11-17,00:22,129
SU5550,UTair,2024-10-15,08:37,154
SU1448,Yakutia,2024-01-21,13:02,183
SU5731,Azimuth,2024-03-12,00:21,298
SU7915,Pobeda,2024-05-20,03:55,327
SU5605,Ural Airlines,2024-03-24,22:18,246
SU795,Yakutia,2024-03-24,17:47,271
SU9183,Azimuth,2024-04-15,10:54,129
SU5783,Yakutia,2024-01-21,18:00,160
SU2161,Rossiya,2024-08-18,02:52,123
SU1941,S7 Airlines,2024-11-16,15:13,113
SU9852,Nordavia,2024-10-08,18:17,97
SU7223,Pobeda,2024-03-09,14:03,59
SU742,Azimuth,2024-01-27,18:01,169
SU9264,Pobeda,2024-09-15,11:56,317
SU1070,Aeroflot,2024-04-20,13:16,212
SU1455,Nordavia,2024-10-24,06:55,100
SU7774,Pobeda,2024-07-24,18:12,298
SU8075,Aeroflot,2024-03-26,06:55,196
SU2817,Nordavia,2024-07-16,01:28,161
SU9550,Red Wings,2024-02-05,08:02,341
SU6651,Red Wings,2024-07-18,04:49,176
SU1588,UTair,2024-09-02,15:29,342
SU1836,Rossiya,2024-03-24,17:14,67
SU1892,Nordavia,2024-08-07,14:11,56
SU8627,UTair,2024-11-13,15:23,122
SU8019,Ural Airlines,2024-11-23,10:11,167
SU2510,UTair,2024-03-22,14:20,140
SU6236,Aeroflot,2024-01-13,11:44,68
SU9996,Aeroflot,2024-10-19,04:17,108
SU4545,Aeroflot,2024-08-27,07:24,125
SU9507,Pobeda,2024-11-03,08:04,239
SU2506,Pobeda,2024-01-22,12:33,52
SU2440,Ural Airlines,2024-11-06,04:00,148
SU1965,Aeroflot,2024-07-26,13:27,308
SU8178,S7 Airlines,2024-03-08,04:37,284
SU2930,Nordavia,2024-07-24,05:24,145
SU2750,Pobeda,2024-06-07,18:33,82
SU9210,Rossiya,2024-08-04,02:56,247
SU3835,Red Wings,2024-03-20,18:01,158
SU3198,Aeroflot,2024-03-07,21:44,324
SU1085,Rossiya,2024-02-08,00:32,321
SU248,Azimuth,2024-10-15,04:13,309
SU9314,Yakutia,2024-07-01,15:30,275
SU4482,Nordavia,2024-12-02,17:10,245
SU8427,Azimuth,2024-01-07,02:04,152
SU2262,Yakutia,2024-02-25,00:50,259
SU5649,Yakutia,2024-12-07,19:35,231
SU8574,Yakutia,2024-02-05,13:43,255
SU2920,Rossiya,2024-08-20,05:20,225
SU1357,Azimuth,2024-11-19,11:49,261
SU6301,UTair,2024-02-03,06:40,247
SU3518,Ural Airlines,2024-07-19,08:16,164
SU5864,Pobeda,2024-05-09,05:55,138
SU8066,Aeroflot,2024-12-05,01:46,281
SU6433,Red Wings,2024-03-23,16:02,91
SU5238,Red Wings,2024-07-26,15:30,304
SU6767,S7 Airlines,2024-05-08,01:57,323
SU2557,Azimuth,2024-05-18,13:02,237
SU3041,Ural Airlines,2024-03-05,20:20,183
SU177,Nordavia,2024-04-17,08:44,212
SU7590,Nordavia,2024-05-11,18:50,252
SU7322,Red Wings,2024-12-05,20:41,339
SU9445,Yakutia,2024-09-16,17:25,95
SU572,Aeroflot,2024-04-27,22:00,341
SU8750,Azimuth,2024-02-24,19:15,160
SU682,Red Wings,2024-01-26,23:09,292
SU9286,Yakutia,2024-04-21,04:26,255
SU9241,Yakutia,2024-12-18,12:13,73
SU8029,Red Wings,2024-10-13,11:23,252
SU630,Yakutia,2024-01-20,05:09,296
SU5539,UTair,2024-12-23,13:25,346
SU2435,Rossiya,2024-02-12,09:34,292
SU5217,S7 Airlines,2024-12-06,21:13,203
SU6814,Aeroflot,2024-12-09,12:02,347
SU9641,UTair,2024-06-21,05:14,201
SU9594,Nordavia,2024-10-11,05:04,223
SU9312,Aeroflot,2024-10-18,15:17,335
SU8968,Ural Airlines,2024-09-14,16:09,243
SU5441,S7 Airlines,2024-03-24,08:10,150
SU7064,Yakutia,2024-04-14,09:40,148
SU189,Red Wings,2024-05-17,04:59,136
SU2110,Red Wings,2024-06-07,00:33,350
SU218,Red Wings,2024-03-21,01:05,97
SU7245,Nordavia,2024-06-27,19:41,244
SU3420,Azimuth,2024-09-13,22:46,241
SU1270,Red Wings,2024-01-04,17:57,218
SU1156,Aeroflot,2024-07-05,21:47,185
SU9908,UTair,2024-02-23,19:26,105
SU6916,S7 Airlines,2024-07-23,10:26,274
SU7430,Red Wings,2024-10-01,07:03,166
SU1865,Pobeda,2024-01-09,16:44,333
SU9002,Yakutia,2024-03-15,04:48,134
SU6263,Nordavia,2024-09-10,05:38,164
SU1615,Yakutia,2024-03-22,23:21,122
SU6998,Red Wings,2024-12-15,11:31,191
SU5771,UTair,2024-12-18,02:46,158
SU2929,Yakutia,2024-12-14,10:44,170
SU9411,Yakutia,2024-11-26,12:21,107
SU5177,Azimuth,2024-11-17,01:32,245
SU4177,Aeroflot,2024-10-03,08:02,350
SU4836,Red Wings,2024-09-21,21:39,345
SU5298,Aeroflot,2024-09-04,18:50,94
SU1315,Azimuth,2024-09-10,00:09,220
SU6379,UTair,2024-01-11,09:39,343
SU547,Azimuth,2024-08-10,17:03,150
SU3424,S7 Airlines,2024-02-06,08:35,110
SU9592,Red Wings,2024-12-15,03:40,163
SU2885,Rossiya,2024-02-15,14:00,257
SU100,Yakutia,2024-11-21,19:44,243
SU6458,Red Wings,2024-01-19,23:12,180
SU8154,Aeroflot,2024-10-09,16:27,276
SU5032,Azimuth,2024-01-15,18:37,322
SU7639,Yakutia,2024-12-17,18:24,170
SU7037,S7 Airlines,2024-10-16,21:21,67
SU6855,S7 Airlines,2024-10-20,11:13,283
SU5979,UTair,2024-12-24,23:11,271
SU2046,Aeroflot,2024-02-12,05:43,308
SU9770,Red Wings,2024-11-13,11:09,185
SU4674,Rossiya,2024-06-14,22:49,342
SU6051,Yakutia,2024-12-23,12:46,154
SU2455,Aeroflot,2024-05-06,04:44,226
SU1875,Red Wings,2024-07-20,21:58,206
SU9148,Nordavia,2024-08-05,20:59,207
SU5507,Rossiya,2024-09-08,20:34,153
SU4971,Azimuth,2024-07-07,14:02,99
SU4954,Red Wings,2024-03-06,07:49,287
SU1100,Azimuth,2024-12-19,05:25,87
SU3760,S7 Airlines,2024-09-03,16:26,321
SU989,Ural Airlines,2024-03-26,13:35,124
SU9852,Red Wings,2024-09-12,10:15,57
SU8127,Azimuth,2024-04-03,07:38,167
SU1870,UTair,2024-07-01,04:53,83
SU3767,Rossiya,2024-04-12,15:35,126
SU342,UTair,2024-12-10,01:20,231
SU9225,Azimuth,2024-12-01,22:55,83
SU6611,S7 Airlines,2024-03-21,15:48,248
SU3537,Ural Airlines,2024-06-16,16:23,93
SU5542,Azimuth,2024-12-06,17:17,228
SU523,Yakutia,2024-01-15,06:31,194
SU6941,Ural Airlines,2024-11-07,19:02,137
SU7496,Azimuth,2024-09-02,00:05,184
SU2364,Nordavia,2024-02-06,05:03,111
SU9482,Rossiya,2024-11-26,01:46,198
SU7542,Ural Airlines,2024-08-05,00:29,122
SU3285,Red Wings,2024-12-19,18:00,53
SU7158,Nordavia,2024-07-24,22:59,190
SU7342,S7 Airlines,2024-04-01,08:23,61
SU3501,S7 Airlines,2024-04-02,01:21,118
SU975,Rossiya,2024-02-24,04:12,62
SU2572,Red Wings,2024-08-19,10:59,95
SU9002,Azimuth,2024-04-26,23:21,179
SU5608,UTair,2024-09-04,12:39,160
SU9844,Rossiya,2024-10-16,02:18,140
SU5794,Rossiya,2024-09-16,12:40,295
SU655,Yakutia,2024-08-22,20:16,76
SU6640,Ural Airlines,2024-04-25,16:32,229
SU6267,Ural Airlines,2024-10-10,12:55,88
SU1450,S7 Airlines,2024-10-22,11:13,149
SU2525,Nordavia,2024-02-07,06:09,277
SU6955,S7 Airlines,2024-03-14,13:04,286
SU8024,Nordavia,2024-09-12,08:38,234
SU1706,S7 Airlines,2024-08-07,14:50,282
SU4671,S7 Airlines,2024-02-12,09:20,210
SU7657,Rossiya,2024-12-06,17:08,168
SU4570,UTair,2024-01-13,08:05,309
SU8803,UTair,2024-09-02,14:29,151
SU7935,Pobeda,2024-09-09,00:09,103
SU3284,Yakutia,2024-04-20,13:02,162
SU187,Pobeda,2024-04-02,15:23,304
SU3926,Nordavia,2024-11-16,06:56,133
SU8641,Azimuth,2024-09-03,05:56,152
SU4955,Ural Airlines,2024-05-22,16:08,271
SU8312,Rossiya,2024-12-21,06:07,281
SU1939,Red Wings,2024-02-01,19:40,78
SU8886,Rossiya,2024-04-25,15:32,166
SU3174,Aeroflot,2024-04-20,02:04,292
SU5923,Nordavia,2024-09-25,16:17,126
SU7819,Ural Airlines,2024-10-10,12:00,297
SU6382,Pobeda,2024-11-17,10:56,264
SU1127,S7 Airlines,2024-07-24,08:21,112
SU8107,Aeroflot,2024-11-07,17:22,340
SU3475,S7 Airlines,2024-06-07,16:11,334
SU7685,Nordavia,2024-03-27,19:54,350
SU8746,Rossiya,2024-02-24,05:30,155
SU1587,Rossiya,2024-07-05,01:58,285
SU9812,Pobeda,2024-02-26,19:06,146
SU5287,Red Wings,2024-05-26,08:59,146
SU4025,Rossiya,2024-12-03,22:32,55
SU5825,Azimuth,2024-03-23,13:24,240
SU8758,Pobeda,2024-05-15,16:15,70
SU1014,S7 Airlines,2024-12-26,04:23,301
SU3479,Nordavia,2024-03-06,23:40,294
SU6012,Azimuth,2024-03-08,12:20,325
SU6421,Azimuth,2024-01-10,01:33,163
SU7220,Nordavia,2024-08-11,15:38,136
SU434,Azimuth,2024-06-17,04:28,292
SU7874,UTair,2024-06-03,05:12,50
SU449,Ural Airlines,2024-11-06,16:18,107
SU8334,Aeroflot,2024-09-13,08:46,149
SU4103,UTair,2024-02-02,09:20,250
SU440,Rossiya,2024-02-05,22:43,259
SU9971,Aeroflot,2024-10-20,22:46,296
SU4493,Red Wings,2024-04-17,05:17,274
SU7916,Pobeda,2024-01-27,16:14,59
SU8421,Azimuth,2024-07-28,18:05,123
SU8236,Yakutia,2024-05-23,22:25,61
SU9216,Azimuth,2024-07-02,20:47,173
SU2249,Nordavia,2024-03-08,23:27,202
SU6871,Yakutia,2024-09-03,13:38,266
SU1243,Nordavia,2024-09-27,04:32,178
SU5646,Azimuth,2024-05-16,02:30,50
SU4283,S7 Airlines,2024-03-27,11:41,164
SU739,Rossiya,2024-04-04,01:52,158
SU950,Nordavia,2024-04-21,12:21,147
SU492,Azimuth,2024-10-11,23:47,143
SU2167,S7 Airlines,2024-09-14,04:21,136
SU9213,Pobeda,2024-05-13,16:09,158
SU7998,Ural Airlines,2024-07-04,11:40,265
SU234,Rossiya,2024-05-16,06:51,104
SU6495,S7 Airlines,2024-02-10,13:34,62
SU406,Yakutia,2024-08-01,00:36,145
SU9038,Red Wings,2024-12-10,17:38,267
SU4864,UTair,2024-02-09,09:31,65
SU7292,Yakutia,2024-06-10,07:33,155
SU9050,UTair,2024-04-18,18:25,314
SU7246,Ural Airlines,2024-05-11,15:17,185
SU2465,Pobeda,2024-02-17,11:31,98
SU8199,S7 Airlines,2024-05-19,09:29,324
SU3195,Red Wings,2024-07-21,10:17,92
SU7927,Yakutia,2024-05-11,06:28,228
SU3749,Aeroflot,2024-08-15,01:27,65
SU5835,Azimuth,2024-03-10,13:05,113
SU7522,Yakutia,2024-09-02,11:08,191
SU6705,S7 Airlines,2024-11-04,10:26,287
SU6433,Aeroflot,2024-10-27,12:41,221
SU893,Azimuth,2024-12-26,11:48,130
SU9946,S7 Airlines,2024-08-05,14:32,346
SU2753,Yakutia,2024-11-19,17:18,252
SU9444,Aeroflot,2024-08-06,10:57,142
SU223,Aeroflot,2024-07-07,13:05,319
SU2689,Nordavia,2024-02-22,15:25,226
SU2455,Ural Airlines,2024-07-19,04:21,247
SU1802,Azimuth,2024-10-17,05:17,247
SU7090,Ural Airlines,2024-11-19,23:12,71
SU4534,S7 Airlines,2024-08-27,11:15,258
SU9500,Ural Airlines,2024-05-20,01:17,122
SU9481,Rossiya,2024-06-16,09:33,288
SU6692,S7 Airlines,2024-10-01,15:52,300
SU3646,Rossiya,2024-07-06,20:10,320
SU656,Red Wings,2024-11-16,08:29,323
SU322,Aeroflot,2024-09-05,06:16,109
SU886,Azimuth,2024-11-07,10:51,199
SU4898,UTair,2024-01-28,08:42,240
SU8261,S7 Airlines,2024-03-04,17:29,218
SU9974,Aeroflot,2024-06-09,10:59,226
SU3301,Red Wings,2024-05-11,05:43,61
SU5518,UTair,2024-06-07,05:35,227
SU3767,Red Wings,2024-06-22,20:04,142
SU4245,Ural Airlines,2024-05-11,21:33,194
SU1624,Yakutia,2024-08-03,15:02,96
SU3373,S7 Airlines,2024-10-24,05:46,131
SU7948,Yakutia,2024-07-03,09:18,155
SU6939,S7 Airlines,2024-07-22,16:03,111
SU8456,Ural Airlines,2024-09-15,12:53,339
SU8521,S7 Airlines,2024-06-18,17:06,346
SU2415,Red Wings,2024-11-21,08:02,134
SU4093,Pobeda,2024-06-26,11:54,306
SU3399,S7 Airlines,2024-04-22,15:54,325
SU2942,Aeroflot,2024-07-19,22:00,345
SU3377,Pobeda,2024-11-21,01:09,73
SU5571,Pobeda,2024-08-20,06:54,254
SU4224,Ural Airlines,2024-04-06,16:09,206
SU7915,Red Wings,2024-05-12,14:21,163
SU4026,Yakutia,2024-05-01,03:26,168
SU7971,Aeroflot,2024-04-22,17:38,174
SU9325,UTair,2024-07-07,09:50,170
SU8805,Ural Airlines,2024-02-12,21:07,80
SU7331,Rossiya,2024-01-28,11:28,251
SU1857,UTair,2024-02-01,05:14,76
SU2348,Yakutia,2024-12-12,02:43,275
SU3577,Aeroflot,2024-10-14,11:28,60
SU2263,Nordavia,2024-07-08,15:50,309
SU5422,Yakutia,2024-10-07,07:59,283
SU3495,Yakutia,2024-08-14,13:02,260
SU9801,Rossiya,2024-05-14,18:37,107
SU4733,Pobeda,2024-03-14,02:14,333
SU2088,Rossiya,2024-09-10,13:25,169
SU2238,Nordavia,2024-01-27,10:13,141
SU3649,Red Wings,2024-08-23,20:38,250
SU5424,S7 Airlines,2024-05-15,01:45,339
SU7868,S7 Airlines,2024-08-01,15:25,84
SU5793,Ural Airlines,2024-01-03,01:33,125
SU3021,Rossiya,2024-07-02,04:39,155
SU9334,Yakutia,2024-10-08,21:38,55
SU6838,Yakutia,2024-07-01,13:51,225
SU5202,Nordavia,2024-01-28,11:02,92
SU2626,Red Wings,2024-10-26,08:30,140
SU2385,S7 Airlines,2024-04-07,00:49,233
SU2289,Azimuth,2024-12-09,04:27,84
SU3157,S7 Airlines,2024-04-11,15:43,121
SU7559,S7 Airlines,2024-04-05,00:36,151
SU8664,S7 Airlines,2024-07-13,16:44,237
SU1233,Nordavia,2024-04-20,19:25,208
SU3911,Azimuth,2024-03-17,17:33,221
SU8569,Aeroflot,2024-04-14,03:22,338
SU3215,UTair,2024-07-21,15:04,89
SU9235,Aeroflot,2024-05-21,17:04,198
SU9408,Rossiya,2024-09-17,03:23,251
SU9899,Yakutia,2024-02-04,00:28,267
SU3876,Azimuth,2024-09-22,17:49,178
SU5318,Red Wings,2024-07-16,12:58,192
SU1956,Pobeda,2024-05-15,20:51,227
SU6431,Azimuth,2024-12-13,12:19,293
SU4858,Aeroflot,2024-07-16,11:36,202
SU8798,Red Wings,2024-08-25,03:43,296
SU1027,Ural Airlines,2024-10-18,04:35,309
SU7049,Nordavia,2024-12-14,20:18,261
SU7113,Rossiya,2024-10-26,19:19,102
SU1890,Rossiya,2024-07-20,14:58,94
SU1768,Azimuth,2024-05-10,19:18,288
SU2662,UTair,2024-04-04,15:30,317
SU2000,Pobeda,2024-05-22,20:14,161
SU9910,Azimuth,2024-04-22,09:27,71
SU4950,S7 Airlines,2024-03-21,09:00,267
SU6247,Ural Airlines,2024-04-09,04:35,124
SU9241,Rossiya,2024-08-25,11:03,107
SU3383,Aeroflot,2024-12-05,02:51,171
SU6103,Nordavia,2024-03-08,18:40,243
SU6524,Pobeda,2024-05-18,19:13,81
SU7711,Ural Airlines,2024-06-19,18:42,206
SU2448,Aeroflot,2024-05-27,18:44,284
SU1564,UTair,2024-04-20,21:27,245
SU4855,Nordavia,2024-08-20,20:19,192
SU9300,Red Wings,2024-04-20,09:48,254
SU707,UTair,2024-06-25,06:22,207
SU9357,Ural Airlines,2024-08-10,18:27,287
SU6023,Ural Airlines,2024-12-09,22:44,249
SU9956,Yakutia,2024-09-22,01:35,64
SU8196,UTair,2024-04-23,04:04,200
SU6954,Pobeda,2024-07-14,01:45,167
SU5593,Aeroflot,2024-07-04,07:08,93
SU5486,Rossiya,2024-01-24,13:44,130
SU7602,Yakutia,2024-11-28,13:37,254
SU1797,Yakutia,2024-10-25,01:34,299
SU6672,Aeroflot,2024-06-26,10:02,266
SU7765,Nordavia,2024-10-13,23:51,261
SU2520,Azimuth,2024-11-15,14:33,83
SU2959,S7 Airlines,2024-10-18,01:38,332
SU9024,Red Wings,2024-02-01,21:13,243
SU4855,Ural Airlines,2024-07-20,02:11,222
SU9974,Yakutia,2024-08-09,17:59,269
SU1515,Rossiya,2024-01-20,13:23,58
SU4082,Aeroflot,2024-01-05,17:08,132
SU2348,Aeroflot,2024-01-15,14:35,251
SU1346,Yakutia,2024-03-08,08:56,293
SU524,Ural Airlines,2024-09-27,22:01,158
SU9382,Rossiya,2024-12-01,00:29,127
SU6059,Nordavia,2024-01-21,23:56,177
SU9392,UTair,2024-11-28,12:37,139
SU6895,Rossiya,2024-12-24,20:53,232
SU9824,UTair,2024-08-21,19:05,348
SU2777,Rossiya,2024-09-23,10:59,179
SU4272,Azimuth,2024-04-28,08:38,113
SU8615,S7 Airlines,2024-11-22,21:21,189
SU5342,Ural Airlines,2024-06-23,11:07,96
SU8924,Rossiya,2024-03-24,14:59,310
SU1110,Ural Airlines,2024-06-04,07:45,267
SU4536,Red Wings,2024-12-02,14:07,271
SU4258,Rossiya,2024-11-05,04:35,246
