flightNumber,airline,arrivalDate,arrivalTime,passengers
SU7943,Rossiya,2024-01-09,02:22,109
SU9592,Rossiya,2024-09-28,16:17,215
SU1926,Ural Airlines,2024-03-02,16:59,147
SU614,Red Wings,2024-07-28,11:42,292
SU7961,Nordavia,2024-12-14,20:32,256
SU5096,Red Wings,2024-02-09,10:31,85
SU3817,Red Wings,2024-01-04,14:48,309
SU4392,Nordavia,2024-10-09,19:18,342
SU2779,Nordavia,2024-12-08,15:00,117
SU2995,Azimuth,2024-08-02,20:50,255
SU8322,Red Wings,2024-04-02,12:44,331
SU7238,Pobeda,2024-12-09,23:53,334
SU2411,S7 Airlines,2024-01-06,22:25,300
SU1465,Yakutia,2024-10-10,12:15,192
SU3318,Aeroflot,2024-12-13,04:27,251
SU2583,S7 Airlines,2024-07-02,14:53,167
SU4712,Ural Airlines,2024-08-09,01:20,269
SU1822,Yakutia,2024-11-18,19:34,327
SU7882,Pobeda,2024-02-14,17:13,325
SU4915,Nordavia,2024-04-18,13:05,305
SU9133,UTair,2024-05-22,15:21,66
SU7748,Aeroflot,2024-04-07,01:26,337
SU4994,S7 Airlines,2024-07-08,03:01,223
SU5197,Aeroflot,2024-12-22,07:12,153
SU2965,Rossiya,2024-07-25,13:24,50
SU8364,Azimuth,2024-02-10,17:51,119
SU7303,Azimuth,2024-01-15,23:19,101
SU9945,Pobeda,2024-04-10,22:16,139
SU9288,Ural Airlines,2024-05-25,06:24,188
SU1667,Pobeda,2024-07-06,04:47,139
SU5781,Yakutia,2024-09-18,00:49,332
SU9257,Nordavia,2024-01-27,08:39,80
SU9608,Rossiya,2024-12-19,01:27,215
SU1996,Yakutia,2024-04-26,01:59,350
SU6777,Yakutia,2024-06-02,17:27,122
SU1252,Aeroflot,2024-03-02,04:24,182
SU9529,Rossiya,2024-03-23,20:08,236
SU6215,Ural Airlines,2024-11-19,07:32,120
SU3126,Azimuth,2024-01-08,02:48,104
SU7695,Aeroflot,2024-01-02,07:45,187
SU2730,Rossiya,2024-08-04,22:47,285
SU7022,Nordavia,2024-03-04,16:39,99
SU823,Aeroflot,2024-06-02,00:08,73
SU2448,S7 Airlines,2024-03-18,01:18,171
SU3854,UTair,2024-11-07,18:48,162
SU2668,Azimuth,2024-09-19,21:39,273
SU6912,Aeroflot,2024-11-09,09:48,230
SU7413,Azimuth,2024-10-22,02:34,298
SU4892,Rossiya,2024-05-22,06:57,74
SU7871,Nordavia,2024-03-01,04:28,311
SU4130,Rossiya,2024-11-13,19:26,70
SU2075,Nordavia,2024-12-25,16:08,69
SU3316,UTair,2024-02-09,07:02,344
SU7415,Rossiya,2024-09-11,00:29,168
SU3349,Red Wings,2024-03-07,23:12,222
SU362,Yakutia,2024-09-16,07:02,201
SU2448,Yakutia,2024-06-23,10:38,70
SU4902,Azimuth,2024-10-15,02:40,156
SU592,Pobeda,2024-08-12,13:12,196
SU8176,Red Wings,2024-05-07,09:30,217
SU8437,Yakutia,2024-11-09,01:32,296
SU2616,Red Wings,2024-11-16,04:11,291
SU8649,Rossiya,2024-03-03,12:20,103
SU8398,Rossiya,2024-08-20,11:31,236
SU4527,Azimuth,2024-10-22,00:54,120
SU2414,Pobeda,2024-09-07,18:16,153
SU5908,Yakutia,2024-10-19,13:47,56
SU742,Ural Airlines,2024-08-08,20:24,147
SU6891,Azimuth,2024-10-11,00:29,256
SU6220,Red Wings,2024-04-09,16:26,160
SU655,Yakutia,2024-02-16,04:45,141
SU8699,S7 Airlines,2024-08-05,08:04,272
SU7166,Aeroflot,2024-10-24,18:06,158
SU4001,S7 Airlines,2024-05-12,22:58,205
SU7593,Azimuth,2024-11-17,16:06,53
SU7730,Ural Airlines,2024-09-05,01:17,233
SU8730,Azimuth,2024-12-13,22:44,221
SU7377,Rossiya,2024-12-20,06:28,303
SU7552,Red Wings,2024-04-05,02:55,182
SU1860,S7 Airlines,2024-03-16,11:48,307
SU8517,S7 Airlines,2024-08-17,09:05,289
SU1171,Aeroflot,2024-11-15,06:23,302
SU2397,Aeroflot,2024-08-21,05:35,151
SU2913,S7 Airlines,2024-05-16,05:12,270
SU6340,Nordavia,2024-08-10,00:12,331
SU9658,Yakutia,2024-12-04,21:44,51
SU9975,S7 Airlines,2024-03-25,08:27,213
SU9589,Yakutia,2024-02-08,18:41,179
SU7543,Pobeda,2024-11-04,17:13,157
SU1351,Red Wings,2024-09-25,20:11,177
SU4723,Aeroflot,2024-03-22,11:52,187
SU4578,Yakutia,2024-06-08,19:01,198
SU4526,UTair,2024-11-18,16:35,279
SU8240,Ural Airlines,2024-02-22,22:16,133
SU4785,Yakutia,2024-09-20,04:34,78
SU5603,Ural Airlines,2024-12-13,03:28,124
SU7640,Nordavia,2024-04-22,22:24,223
SU1119,S7 Airlines,2024-08-16,06:33,285
SU9439,S7 Airlines,2024-10-14,18:35,263
SU1358,Yakutia,2024-05-16,10:03,293
SU4269,Yakutia,2024-01-12,08:49,219
SU4686,Rossiya,2024-07-18,01:06,256
SU122,Red Wings,2024-04-18,03:54,241
SU6972,Nordavia,2024-12-20,13:47,116
SU3128,Rossiya,2024-03-06,09:44,345
SU8170,Pobeda,2024-04-11,08:32,55
SU2987,Azimuth,2024-09-20,06:35,259
SU618,Red Wings,2024-12-07,19:03,116
SU2625,Rossiya,2024-11-05,11:33,139
SU2961,S7 Airlines,2024-08-08,06:46,70
SU6595,Yakutia,2024-11-16,17:45,249
SU296,Red Wings,2024-02-24,17:59,104
SU1746,S7 Airlines,2024-04-11,11:20,312
SU5468,Yakutia,2024-01-24,19:16,81
SU2815,Pobeda,2024-10-16,11:40,334
SU3823,Rossiya,2024-03-02,02:19,254
SU8314,Azimuth,2024-07-10,13:14,234
SU4247,Ural Airlines,2024-07-15,10:04,95
SU3204,Rossiya,2024-11-24,20:39,143
SU231,UTair,2024-06-02,11:58,287
SU2349,Yakutia,2024-07-26,23:51,322
SU8522,S7 Airlines,2024-02-18,17:39,160
SU7944,Azimuth,2024-01-09,17:22,118
SU3840,Ural Airlines,2024-01-17,14:55,97
SU5455,S7 Airlines,2024-11-11,01:50,275
SU4226,S7 Airlines,2024-01-05,18:45,194
SU4625,Red Wings,2024-01-26,12:00,260
SU1431,UTair,2024-06-25,21:17,114
SU3589,Red Wings,2024-06-22,19:41,72
SU308,Pobeda,2024-04-05,18:53,103
SU132,Yakutia,2024-11-20,20:23,325
SU1031,Azimuth,2024-11-06,10:58,136
SU4388,Ural Airlines,2024-09-12,13:17,324
SU3795,S7 Airlines,2024-06-20,19:43,331
SU5098,UTair,2024-06-01,14:51,342
SU3548,Yakutia,2024-08-10,11:44,295
SU644,Yakutia,2024-09-19,06:12,216
SU4921,Aeroflot,2024-01-03,14:04,72
SU8792,S7 Airlines,2024-07-25,15:31,273
SU8989,S7 Airlines,2024-02-12,04:06,92
SU1556,Pobeda,2024-10-22,15:22,77
SU5275,Nordavia,2024-05-10,10:39,273
SU5701,Red Wings,2024-04-24,19:49,191
SU1652,UTair,2024-01-24,17:53,248
SU2544,S7 Airlines,2024-09-28,12:22,209
SU2906,Rossiya,2024-07-17,20:03,119
SU1694,UTair,2024-04-19,18:51,75
SU899,Red Wings,2024-08-28,13:43,166
SU762,Ural Airlines,2024-11-04,03:09,288
SU3433,Nordavia,2024-08-24,04:19,267
SU8021,Red Wings,2024-06-22,05:18,200
SU9680,Yakutia,2024-10-25,09:26,126
SU9991,Ural Airlines,2024-10-24,15:00,137
SU9245,Red Wings,2024-02-23,00:10,271
SU1852,Rossiya,2024-08-11,22:31,54
SU611,Azimuth,2024-11-27,20:35,144
SU8330,Azimuth,2024-07-17,17:12,331
SU886,Pobeda,2024-02-27,00:55,183
SU5645,Yakutia,2024-03-18,21:21,80
SU4814,Yakutia,2024-08-08,18:58,116
SU426,S7 Airlines,2024-12-08,16:42,89
SU9641,Nordavia,2024-03-09,23:07,164
SU4349,Pobeda,2024-11-16,01:00,215
SU9635,S7 Airlines,2024-08-16,23:28,251
SU897,Red Wings,2024-02-17,21:46,281
SU3303,S7 Airlines,2024-07-15,15:05,126
SU5949,Nordavia,2024-03-18,17:00,339
SU3387,Ural Airlines,2024-08-02,03:18,219
SU4289,Pobeda,2024-09-08,22:11,300
SU1262,S7 Airlines,2024-08-26,10:22,191
SU7767,S7 Airlines,2024-05-18,02:11,298
SU7999,Pobeda,2024-09-19,03:10,231
SU2032,S7 Airlines,2024-12-08,15:56,108
SU5143,Ural Airlines,2024-01-19,16:25,343
SU4807,UTair,2024-04-08,02:30,113
SU5273,Azimuth,2024-01-02,13:25,59
SU1367,Azimuth,2024-03-06,18:39,125
SU8283,Ural Airlines,2024-05-12,19:39,85
SU8133,Rossiya,2024-01-14,13:14,223
SU5907,Pobeda,2024-10-12,09:01,335
SU3476,Azimuth,2024-10-20,14:27,268
SU2139,Nordavia,2024-02-13,16:42,80
SU3787,UTair,2024-06-06,13:02,89
SU1403,UTair,2024-10-20,08:59,64
SU3246,Yakutia,2024-03-08,16:16,305
SU9749,UTair,2024-05-27,21:58,55
SU8115,Nordavia,2024-10-20,11:28,189
SU9347,Rossiya,2024-02-12,03:22,229
SU2229,Pobeda,2024-02-05,14:24,248
SU5675,UTair,2024-09-03,08:53,178
SU5768,Aeroflot,2024-04-04,20:49,213
SU6248,S7 Airlines,2024-03-10,07:52,253
SU6209,Pobeda,2024-10-07,19:10,328
SU6835,Yakutia,2024-09-03,19:40,113
SU1429,Rossiya,2024-09-09,03:21,59
SU7775,Aeroflot,2024-10-03,06:02,338
SU6887,S7 Airlines,2024-05-21,13:12,273
SU9858,Nordavia,2024-04-01,22:40,191
SU5497,Nordavia,2024-09-26,13:48,159
SU7834,Ural Airlines,2024-05-16,04:12,349
SU3463,Pobeda,2024-05-28,22:39,216
SU8407,Pobeda,2024-07-16,14:39,89
SU7111,Nordavia,2024-07-10,10:49,57
SU7852,Azimuth,2024-01-09,09:41,141
SU1605,Azimuth,2024-05-04,09:08,274
SU4440,Yakutia,2024-08-09,12:27,235
SU147,Red Wings,2024-06-04,00:16,251
SU2315,Nordavia,2024-03-12,09:27,105
SU4685,Red Wings,2024-11-17,03:57,196
SU7254,Rossiya,2024-03-22,07:38,156
SU3750,Nordavia,2024-04-07,19:17,168
SU8227,Yakutia,2024-07-05,17:41,277
SU8504,Aeroflot,2024-02-22,19:09,233
SU7706,Pobeda,2024-07-24,03:24,213
SU8787,Aeroflot,2024-09-11,01:38,341
SU313,Pobeda,2024-07-18,18:30,177
SU1159,Yakutia,2024-01-02,07:26,195
SU8640,Azimuth,2024-11-10,10:02,212
SU3832,S7 Airlines,2024-05-10,16:28,268
SU6121,UTair,2024-04-28,11:33,220
SU9315,Rossiya,2024-12-17,07:21,160
SU2225,Azimuth,2024-06-23,05:56,265
SU4182,Aeroflot,2024-12-28,18:33,111
SU6216,Red Wings,2024-06-16,10:48,50
SU9738,Nordavia,2024-06-10,23:17,340
SU5125,Rossiya,2024-04-16,01:17,127
SU7071,Nordavia,2024-02-23,08:11,151
SU8420,Yakutia,2024-01-05,12:51,314
SU5149,Rossiya,2024-10-22,10:05,227
SU4748,Yakutia,2024-07-22,00:47,103
SU331,S7 Airlines,2024-06-02,03:27,156
SU5364,Rossiya,2024-05-05,10:39,136
SU6617,UTair,2024-12-20,21:55,184
SU6740,Aeroflot,2024-02-02,18:03,241
SU9851,Red Wings,2024-02-27,23:46,211
SU1050,Nordavia,2024-06-22,10:32,300
SU7036,Ural Airlines,2024-01-20,12:23,57
SU8763,Ural Airlines,2024-08-01,06:36,250
SU200,S7 Airlines,2024-01-15,22:30,155
SU8774,S7 Airlines,2024-01-06,06:01,287
SU8374,Aeroflot,2024-06-25,13:47,145
SU6217,Azimuth,2024-01-23,22:40,104
SU307,Yakutia,2024-07-01,02:31,94
SU4514,UTair,2024-08-24,16:27,283
SU3668,Nordavia,2024-06-18,07:07,212
SU1615,Azimuth,2024-05-06,10:58,221
SU928,Red Wings,2024-12-03,23:59,215
SU3925,Aeroflot,2024-06-03,20:48,203
SU9228,Azimuth,2024-02-06,07:34,306
SU8805,Pobeda,2024-03-09,11:57,194
SU3276,Red Wings,2024-03-14,06:07,285
SU6683,Nordavia,2024-04-16,01:28,110
SU1314,Red Wings,2024-10-24,18:53,129
SU8399,Rossiya,2024-12-16,17:36,341
SU9181,UTair,2024-04-12,16:58,161
SU4267,Nordavia,2024-12-01,10:31,301
SU9539,Rossiya,2024-01-23,03:54,52
SU2563,Ural Airlines,2024-10-11,12:47,61
SU9591,S7 Airlines,2024-02-09,17:20,132
SU3132,Red Wings,2024-01-11,09:54,239
SU3549,Ural Airlines,2024-04-08,05:47,171
SU9116,Red Wings,2024-11-05,08:03,70
SU2113,Pobeda,2024-09-25,04:38,68
SU7997,Aeroflot,2024-12-15,04:00,335
SU6045,Aeroflot,2024-01-13,21:30,71
SU6353,Nordavia,2024-03-22,00:25,202
SU4822,UTair,2024-06-16,14:02,130
SU9970,Nordavia,2024-09-26,00:29,262
SU8414,Aeroflot,2024-04-15,02:00,170
SU1906,S7 Airlines,2024-03-18,15:02,237
SU6894,Yakutia,2024-09-24,23:07,178
SU3883,Yakutia,2024-10-02,05:45,65
SU9714,Pobeda,2024-06-03,18:05,174
SU1908,Pobeda,2024-06-18,19:54,126
SU9063,Pobeda,2024-10-28,04:01,314
SU9168,Pobeda,2024-09-18,08:49,122
SU3348,Pobeda,2024-08-14,04:24,262
SU3960,Azimuth,2024-06-28,21:54,167
SU3593,Ural Airlines,2024-07-23,08:22,87
SU5427,Pobeda,2024-01-13,15:55,341
SU851,Azimuth,2024-03-11,08:24,122
SU8646,Ural Airlines,2024-07-24,09:05,51
SU7271,Azimuth,2024-12-27,04:45,118
SU8860,Yakutia,2024-11-03,20:14,256
SU6969,Red Wings,2024-07-13,07:27,302
SU1613,Azimuth,2024-03-04,07:25,294
SU5613,Pobeda,2024-12-01,18:30,205
SU4164,Yakutia,2024-02-24,00:58,222
SU7338,Ural Airlines,2024-09-25,03:02,219
SU3109,Red Wings,2024-12-11,17:08,297
SU2050,S7 Airlines,2024-11-09,14:49,164
SU1999,UTair,2024-09-20,17:02,214
SU3568,Pobeda,2024-08-23,20:38,291
SU1977,Rossiya,2024-05-16,14:54,317
SU4578,Nordavia,2024-08-20,14:54,175
SU168,Aeroflot,2024-05-14,06:51,196
SU9668,Nordavia,2024-04-04,07:35,212
SU8157,Azimuth,2024-07-13,12:06,202
SU4402,Aeroflot,2024-08-22,21:15,208
SU3755,Aeroflot,2024-02-26,16:53,197
SU5464,Yakutia,2024-02-15,13:12,68
SU6006,Rossiya,2024-04-04,11:38,81
SU7176,Rossiya,2024-02-03,11:07,328
SU9767,Pobeda,2024-08-27,02:51,224
SU1120,Red Wings,2024-02-01,20:18,68
SU5118,Nordavia,2024-11-06,20:43,267
SU8759,Rossiya,2024-01-06,14:07,289
SU4142,Yakutia,2024-02-26,21:57,155
SU5820,UTair,2024-11-06,00:50,70
SU3626,Ural Airlines,2024-01-12,04:34,299
SU8372,UTair,2024-06-06,12:23,129
SU6947,Yakutia,2024-07-28,22:41,187
SU869,Rossiya,2024-02-24,22:40,334
SU8277,Ural Airlines,2024-12-14,17:18,79
SU928,Ural Airlines,2024-06-09,11:49,98
SU9152,Azimuth,2024-01-01,06:58,91
SU4904,Aeroflot,2024-02-02,13:57,209
SU247,Pobeda,2024-02-09,21:41,61
SU6292,Ural Airlines,2024-11-04,09:07,276
SU2100,Yakutia,2024-02-23,22:06,61
SU6614,Nordavia,2024-12-21,20:48,131
SU938,Rossiya,2024-03-07,02:25,150
SU4855,Red Wings,2024-07-02,22:56,184
SU8480,Rossiya,2024-03-21,16:14,245
SU9444,Ural Airlines,2024-08-15,18:03,293
SU7774,Azimuth,2024-05-11,02:33,122
SU7281,Ural Airlines,2024-10-16,18:10,168
SU4706,Aeroflot,2024-05-04,10:16,336
SU8757,Aeroflot,2024-09-06,04:04,144
SU9784,Pobeda,2024-09-08,17:26,136
SU3033,UTair,2024-03-08,15:58,332
SU3111,S7 Airlines,2024-03-05,15:02,220
SU5532,Nordavia,2024-07-21,20:09,155
SU9368,Nordavia,2024-11-07,17:31,137
SU8826,Aeroflot,2024-02-12,15:31,75
SU7599,S7 Airlines,2024-11-26,15:37,118
SU9924,Aeroflot,2024-06-26,17:26,297
SU1970,Yakutia,2024-08-28,13:52,279
SU6093,Nordavia,2024-03-20,03:35,221
SU5692,Rossiya,2024-10-17,17:10,348
SU6630,Rossiya,2024-10-10,07:51,208
SU2404,Ural Airlines,2024-01-10,00:06,315
SU9275,Pobeda,2024-05-28,09:47,262
SU7770,Yakutia,2024-11-19,23:06,168
SU5080,UTair,2024-12-07,01:48,164
SU5439,Aeroflot,2024-02-15,09:51,117
SU3831,Red Wings,2024-02-15,02:02,242
SU9323,Pobeda,2024-07-18,09:10,281
SU9974,Pobeda,2024-02-11,07:48,200
SU4451,Yakutia,2024-02-01,17:23,139
SU8281,Ural Airlines,2024-03-25,04:34,202
SU4764,S7 Airlines,2024-08-23,00:32,155
SU6147,Ural Airlines,2024-08-14,08:43,219
SU588,Yakutia,2024-05-15,22:16,78
SU4563,UTair,2024-04-06,22:09,237
SU7625,Pobeda,2024-02-03,05:23,167
SU2306,Ural Airlines,2024-05-20,15:09,94
SU3362,Red Wings,2024-01-05,05:25,62
SU7641,UTair,2024-02-13,14:17,258
SU8083,Nordavia,2024-09-23,08:10,128
SU9528,Yakutia,2024-01-22,20:49,286
SU3502,Red Wings,2024-02-09,15:13,110
SU8446,Nordavia,2024-03-10,03:36,114
SU4745,S7 Airlines,2024-08-16,22:39,122
SU7704,Pobeda,2024-08-22,04:31,286
SU4292,Yakutia,2024-03-04,00:17,151
SU4652,Aeroflot,2024-08-19,21:11,51
SU9470,Aeroflot,2024-05-10,12:41,140
SU7937,Pobeda,2024-11-17,23:53,273
SU9592,Azimuth,2024-07-28,17:19,201
SU7734,Ural Airlines,2024-04-02,10:19,131
SU1028,Azimuth,2024-03-11,22:45,319
SU5588,Nordavia,2024-01-07,02:13,320
SU8044,Nordavia,2024-04-11,21:58,237
SU8766,Red Wings,2024-03-24,15:12,90
SU3988,Red Wings,2024-11-23,07:27,339
SU2291,Azimuth,2024-08-20,10:18,241
SU7963,S7 Airlines,2024-10-05,22:46,126
SU3330,Pobeda,2024-04-09,15:49,198
SU4533,Red Wings,2024-12-18,21:27,69
SU1713,Red Wings,2024-04-17,02:11,72
SU2949,Azimuth,2024-02-14,21:56,175
SU4123,Pobeda,2024-03-13,21:16,320
SU1243,UTair,2024-05-19,11:43,323
SU7769,Yakutia,2024-07-12,01:06,299
SU5782,Azimuth,2024-03-02,07:31,231
SU542,S7 Airlines,2024-08-04,04:03,132
SU6087,Azimuth,2024-03-28,06:41,200
SU4118,Nordavia,2024-08-24,10:18,69
SU4911,Ural Airlines,2024-02-08,15:33,189
SU3601,Pobeda,2024-08-05,17:33,306
SU4699,Aeroflot,2024-03-24,09:58,222
SU7691,Azimuth,2024-07-11,02:46,84
SU7128,Rossiya,2024-09-24,12:39,204
SU2347,Rossiya,2024-09-02,18:03,327
SU4434,Red Wings,2024-12-01,20:56,233
SU9664,Pobeda,2024-10-14,18:34,237
SU129,Rossiya,2024-03-14,11:33,286
SU1910,Azimuth,2024-09-22,02:01,248
SU2161,S7 Airlines,2024-11-03,10:17,219
SU419,Pobeda,2024-11-28,07:01,82
SU2375,Pobeda,2024-07-20,16:21,234
SU5613,UTair,2024-02-22,19:45,309
SU1615,Red Wings,2024-06-28,22:37,343
SU1858,Red Wings,2024-03-08,21:22,97
SU1812,Yakutia,2024-10-28,14:20,344
SU9789,S7 Airlines,2024-08-24,00:26,164
SU2456,Pobeda,2024-12-23,14:27,187
SU1809,Ural Airlines,2024-09-19,15:43,182
SU2990,Aeroflot,2024-01-16,08:46,336
SU1490,Pobeda,2024-12-07,01:47,81
SU522,Ural Airlines,2024-10-02,09:54,107
SU7627,UTair,2024-08-26,13:16,267
SU9899,Rossiya,2024-06-08,06:13,268
SU3476,Aeroflot,2024-07-12,17:27,225
SU3402,Azimuth,2024-05-03,22:21,93
SU2214,Rossiya,2024-12-16,08:39,237
SU4062,Ural Airlines,2024-02-08,12:50,303
SU5050,Red Wings,2024-08-09,15:44,315
SU9422,Rossiya,2024-01-11,17:33,124
SU9550,Pobeda,2024-04-25,10:04,266
SU8260,S7 Airlines,2024-10-09,19:32,177
SU8605,Nordavia,2024-06-28,07:42,232
SU6188,Pobeda,2024-08-03,03:42,188
SU8909,UTair,2024-06-05,14:05,241
SU9513,Pobeda,2024-03-28,22:36,176
SU4769,Aeroflot,2024-01-20,03:05,60
SU8338,Ural Airlines,2024-10-01,20:56,196
SU2877,Red Wings,2024-09-09,17:08,203
SU1021,Azimuth,2024-06-14,04:16,159
SU2452,S7 Airlines,2024-10-14,06:09,226
SU6970,Pobeda,2024-08-06,21:45,279
SU2326,Nordavia,2024-12-07,13:14,127
SU5956,Rossiya,2024-12-21,06:50,116
SU4033,S7 Airlines,2024-06-15,03:25,150
SU1331,UTair,2024-07-10,07:09,159
SU8424,Pobeda,2024-02-02,07:24,286
SU8258,Azimuth,2024-11-20,06:01,302
SU5374,Red Wings,2024-07-09,00:08,162
SU1107,Aeroflot,2024-05-18,07:44,97
