flightNumber,airline,arrivalDate,arrivalTime,passengers
SU3840,S7 Airlines,2024-03-26,14:24,245
SU2181,Azimuth,2024-02-09,18:36,102
SU3291,Azimuth,2024-06-18,22:45,66
SU6433,Aeroflot,2024-12-27,09:09,161
SU9142,Aeroflot,2024-01-01,18:22,74
SU1563,Aeroflot,2024-11-25,05:55,64
SU4655,Nordavia,2024-08-18,23:48,221
SU6383,S7 Airlines,2024-03-02,17:33,131
SU3578,Nordavia,2024-08-17,10:38,98
SU2427,Red Wings,2024-09-27,01:19,146
SU703,Pobeda,2024-03-17,22:06,153
SU2226,Pobeda,2024-10-16,07:29,93
SU7281,Aeroflot,2024-02-15,23:41,309
SU1706,Ural Airlines,2024-09-16,04:20,195
SU9197,Nordavia,2024-02-24,09:01,239
SU3586,S7 Airlines,2024-09-10,02:48,75
SU2832,Yakutia,2024-05-09,03:05,110
SU6349,Azimuth,2024-08-19,23:02,335
SU6317,Red Wings,2024-09-20,06:47,303
SU4077,Red Wings,2024-03-27,14:10,341
SU7123,Ural Airlines,2024-04-23,08:32,221
SU2321,Nordavia,2024-04-15,18:56,171
SU3946,S7 Airlines,2024-01-22,13:08,141
SU8451,Ural Airlines,2024-03-26,15:30,207
SU1771,Pobeda,2024-07-05,08:42,100
SU5355,Ural Airlines,2024-09-05,10:28,345
SU6566,Ural Airlines,2024-01-26,06:26,245
SU8090,Ural Airlines,2024-09-06,19:09,55
SU2945,Aeroflot,2024-10-12,12:54,172
SU6414,Azimuth,2024-04-23,04:04,304
SU903,S7 Airlines,2024-05-12,07:26,78
SU2046,Aeroflot,2024-01-18,12:55,330
SU1722,Nordavia,2024-11-06,20:43,244
SU4493,UTair,2024-04-10,08:24,253
SU7671,Ural Airlines,2024-12-04,22:27,174
SU9442,Nordavia,2024-10-16,18:01,138
SU1790,Yakutia,2024-11-16,15:52,193
SU6343,Red Wings,2024-07-15,18:50,294
SU132,Azimuth,2024-06-06,13:23,267
SU6313,Aeroflot,2024-04-21,11:50,131
SU6277,S7 Airlines,2024-07-21,17:16,78
SU2341,Ural Airlines,2024-01-03,14:39,245
SU2088,Yakutia,2024-08-06,21:25,167
SU4940,Pobeda,2024-04-27,07:32,210
SU3645,Aeroflot,2024-07-15,06:55,299
SU8904,Yakutia,2024-12-01,05:33,160
SU511,Yakutia,2024-07-07,02:16,304
SU3024,Aeroflot,2024-10-11,05:27,169
SU8920,S7 Airlines,2024-09-25,14:19,276
SU4728,Pobeda,2024-05-04,10:37,264
SU2113,Azimuth,2024-03-12,00:00,110
SU3636,S7 Airlines,2024-09-08,12:25,155
SU8884,S7 Airlines,2024-02-03,17:24,215
SU680,Yakutia,2024-08-12,15:22,114
SU3205,Yakutia,2024-08-23,10:08,83
SU9146,Aeroflot,2024-09-20,15:07,319
SU8267,Red Wings,2024-11-22,12:16,87
SU1204,Azimuth,2024-09-23,03:25,349
SU3915,Nordavia,2024-06-26,00:23,122
SU1606,UTair,2024-08-17,23:32,291
SU8520,Aeroflot,2024-06-12,20:57,81
SU7005,Red Wings,2024-08-28,15:27,301
SU2824,Nordavia,2024-10-09,13:11,97
SU1674,UTair,2024-02-24,03:09,300
SU7982,Azimuth,2024-09-04,11:07,327
SU727,S7 Airlines,2024-05-01,14:47,125
SU6221,Pobeda,2024-12-27,22:53,323
SU6586,S7 Airlines,2024-01-20,17:32,129
SU7368,S7 Airlines,2024-02-28,00:01,62
SU2688,S7 Airlines,2024-06-11,14:32,179
SU5538,UTair,2024-12-18,04:09,219
SU787,Azimuth,2024-11-06,11:14,335
SU1545,Yakutia,2024-10-05,05:01,104
SU4661,Yakutia,2024-04-24,23:25,168
SU3723,Ural Airlines,2024-05-03,03:54,204
SU9404,S7 Airlines,2024-05-13,14:06,295
SU1017,Pobeda,2024-11-25,17:12,315
SU7449,Red Wings,2024-06-19,18:43,332
SU1661,Pobeda,2024-03-21,19:05,181
SU7078,Red Wings,2024-06-19,03:57,103
SU292,Rossiya,2024-11-16,05:43,53
SU4274,Nordavia,2024-05-21,06:02,319
SU2749,Yakutia,2024-06-21,11:57,299
SU1983,Rossiya,2024-02-21,17:43,218
SU6829,Yakutia,2024-04-05,03:45,67
SU9971,UTair,2024-05-18,00:25,57
SU8403,Yakutia,2024-07-18,17:22,240
SU3178,Azimuth,2024-08-07,00:26,158
SU146,Yakutia,2024-06-11,07:02,184
SU8166,Aeroflot,2024-01-25,08:34,79
SU3192,Azimuth,2024-10-13,20:56,298
SU1103,UTair,2024-03-22,21:20,320
SU2418,Ural Airlines,2024-07-16,09:35,200
SU4847,Red Wings,2024-04-12,12:57,199
SU7941,Azimuth,2024-11-11,01:03,313
SU6686,UTair,2024-12-27,11:23,341
SU9737,Aeroflot,2024-01-23,18:26,136
SU5979,Azimuth,2024-11-18,11:08,244
SU1329,Azimuth,2024-10-07,13:44,240
SU1210,Red Wings,2024-05-07,20:28,67
SU5724,Nordavia,2024-01-14,00:28,256
SU2270,Azimuth,2024-04-01,18:41,313
SU9441,Rossiya,2024-11-28,01:05,209
SU2386,UTair,2024-12-11,12:32,145
SU5451,S7 Airlines,2024-04-19,08:02,261
SU370,Aeroflot,2024-09-02,12:20,154
SU4433,Ural Airlines,2024-03-04,20:26,199
SU4567,Red Wings,2024-08-10,21:19,170
SU2032,Rossiya,2024-06-03,11:08,111
SU8403,Yakutia,2024-07-21,03:21,176
SU2297,Ural Airlines,2024-04-17,22:56,87
SU7435,Rossiya,2024-10-15,09:29,169
SU3630,Nordavia,2024-04-24,03:07,108
SU5652,Yakutia,2024-06-21,18:03,142
SU3963,Yakutia,2024-02-25,18:15,240
SU7735,S7 Airlines,2024-12-15,22:48,67
SU9581,Aeroflot,2024-08-18,12:49,69
SU5006,Rossiya,2024-03-03,23:22,300
SU4463,Ural Airlines,2024-10-06,07:06,182
SU7247,Nordavia,2024-03-11,11:11,233
SU4499,Aeroflot,2024-03-08,06:50,173
SU8283,Ural Airlines,2024-06-04,10:40,91
SU6026,Rossiya,2024-05-09,06:00,58
SU9778,Pobeda,2024-03-17,07:32,237
SU5060,UTair,2024-09-12,05:12,344
SU9146,Nordavia,2024-05-01,13:04,131
SU9371,Azimuth,2024-07-11,06:14,174
SU8194,Azimuth,2024-01-24,19:16,284
SU7578,Azimuth,2024-10-25,03:27,302
SU3577,Red Wings,2024-05-21,12:08,322
SU4413,Rossiya,2024-03-22,18:58,179
SU4074,Rossiya,2024-07-20,11:10,99
SU3172,Azimuth,2024-11-07,21:09,106
SU5813,Red Wings,2024-04-27,14:38,107
SU6223,Yakutia,2024-01-04,01:23,271
SU9841,S7 Airlines,2024-09-10,20:48,228
SU1807,UTair,2024-10-20,13:10,87
SU3166,Rossiya,2024-01-07,07:07,250
SU4139,S7 Airlines,2024-05-09,05:54,282
SU1929,Nordavia,2024-02-10,00:52,261
SU744,Nordavia,2024-07-01,01:32,154
SU4720,Aeroflot,2024-05-22,08:51,128
SU3922,Aeroflot,2024-07-08,17:04,228
SU7031,Nordavia,2024-02-28,02:25,72
SU2530,Ural Airlines,2024-06-13,02:23,325
SU3059,Ural Airlines,2024-03-01,13:14,102
SU2380,Nordavia,2024-11-03,05:52,257
SU2140,Red Wings,2024-09-11,21:54,165
SU4193,UTair,2024-11-28,04:42,191
SU8083,S7 Airlines,2024-02-20,06:09,93
SU4403,Nordavia,2024-08-08,20:51,230
SU1907,Azimuth,2024-10-26,05:04,141
SU3291,Nordavia,2024-04-24,14:53,244
SU7605,Nordavia,2024-07-14,19:52,136
SU7191,Yakutia,2024-02-02,08:19,166
SU440,Pobeda,2024-11-23,00:00,253
SU259,Aeroflot,2024-01-10,05:04,56
SU2715,S7 Airlines,2024-11-12,08:35,182
SU9975,Azimuth,2024-05-22,22:49,116
SU3064,Aeroflot,2024-02-13,02:48,335
SU292,UTair,2024-09-03,19:35,321
SU4522,Azimuth,2024-01-26,19:16,286
SU5863,Red Wings,2024-07-06,22:31,168
SU1680,UTair,2024-08-15,15:06,173
SU6781,Rossiya,2024-07-28,23:47,298
SU4481,Ural Airlines,2024-01-01,16:14,229
SU7397,Rossiya,2024-03-25,21:45,247
SU3796,Pobeda,2024-06-06,11:52,210
SU8863,Rossiya,2024-11-12,16:03,84
SU396,Aeroflot,2024-01-17,23:35,241
SU2929,Yakutia,2024-09-22,02:26,70
SU7772,UTair,2024-05-25,16:01,58
SU1500,S7 Airlines,2024-06-13,22:59,50
SU7980,Pobeda,2024-10-20,02:30,204
SU3787,Yakutia,2024-12-06,17:22,107
SU4665,Azimuth,2024-11-12,10:43,189
SU6582,Nordavia,2024-05-03,06:05,59
SU9004,Rossiya,2024-06-11,10:43,149
SU6945,Azimuth,2024-04-22,05:12,271
SU995,Rossiya,2024-03-20,16:23,196
SU2339,Rossiya,2024-11-25,22:26,338
SU4771,Yakutia,2024-11-25,05:27,196
SU4785,Pobeda,2024-06-20,01:49,208
SU1213,Yakutia,2024-01-28,07:41,176
SU677,Azimuth,2024-12-20,19:18,109
SU5467,UTair,2024-08-17,17:56,280
SU549,Azimuth,2024-02-28,10:41,76
SU4343,Red Wings,2024-09-01,23:22,123
SU5855,Red Wings,2024-08-05,02:55,246
SU338,Nordavia,2024-04-28,04:12,281
SU5409,Red Wings,2024-05-28,02:36,119
SU9906,Pobeda,2024-11-06,06:56,118
SU5288,Pobeda,2024-04-16,09:30,80
SU7182,UTair,2024-04-14,02:08,181
SU8499,Pobeda,2024-04-28,22:15,85
SU6442,Pobeda,2024-04-03,16:09,148
SU1719,UTair,2024-03-14,22:01,175
SU187,UTair,2024-02-07,08:20,229
SU7630,UTair,2024-04-06,22:52,170
SU6129,UTair,2024-04-21,11:54,74
SU908,Pobeda,2024-03-14,22:36,159
SU1805,Nordavia,2024-03-28,06:25,252
SU613,Rossiya,2024-02-02,18:57,176
SU8772,Azimuth,2024-07-14,16:11,310
SU4068,Nordavia,2024-12-25,09:42,102
SU5451,Red Wings,2024-03-11,07:37,123
SU5721,Red Wings,2024-01-24,13:17,56
SU5591,S7 Airlines,2024-06-14,14:39,239
SU7827,S7 Airlines,2024-04-17,16:09,93
SU9652,Yakutia,2024-07-06,03:17,142
SU3403,Azimuth,2024-08-21,07:13,56
SU8186,S7 Airlines,2024-05-07,05:52,113
SU7087,UTair,2024-12-07,13:14,244
SU1101,Pobeda,2024-02-10,05:38,346
SU2602,Ural Airlines,2024-02-07,02:31,271
SU3939,Aeroflot,2024-06-15,19:42,321
SU5185,Red Wings,2024-11-15,14:35,92
SU6677,Rossiya,2024-03-11,03:42,152
SU3316,S7 Airlines,2024-09-08,14:28,254
SU9285,Ural Airlines,2024-08-26,01:24,279
SU8334,Ural Airlines,2024-09-01,17:26,78
SU6541,UTair,2024-02-12,18:08,262
SU9184,Nordavia,2024-12-20,08:36,238
SU3797,Ural Airlines,2024-10-25,09:58,160
SU2633,Azimuth,2024-10-04,17:16,206
SU9693,Aeroflot,2024-09-11,00:04,241
SU9904,Yakutia,2024-12-15,22:32,324
SU5499,S7 Airlines,2024-01-15,00:09,335
SU7490,Ural Airlines,2024-11-01,07:52,150
SU8801,Red Wings,2024-08-02,04:45,187
SU2834,Azimuth,2024-11-03,01:06,261
SU2821,Aeroflot,2024-05-14,01:04,90
SU1748,UTair,2024-01-03,08:14,318
SU7792,Ural Airlines,2024-05-02,19:27,348
SU3236,Ural Airlines,2024-11-26,20:14,139
SU4611,Yakutia,2024-06-24,17:19,143
SU6555,UTair,2024-11-20,15:37,243
SU9470,S7 Airlines,2024-09-21,16:25,255
SU1324,Aeroflot,2024-10-15,19:11,350
SU8312,Pobeda,2024-09-28,10:07,211
SU221,Nordavia,2024-08-28,20:48,154
SU8898,Nordavia,2024-10-04,10:54,301
SU8388,Rossiya,2024-10-23,00:28,312
SU908,Rossiya,2024-06-16,11:01,96
SU1101,Aeroflot,2024-12-27,09:47,80
SU9643,Aeroflot,2024-10-06,08:33,73
SU823,Aeroflot,2024-07-28,23:51,119
SU6155,Azimuth,2024-08-15,11:10,86
SU6421,UTair,2024-06-20,10:51,341
SU4938,Rossiya,2024-07-10,10:18,265
SU8704,UTair,2024-04-02,13:05,271
SU7304,Ural Airlines,2024-05-06,07:42,192
SU9799,Red Wings,2024-03-17,13:01,175
SU6345,Rossiya,2024-11-21,08:54,210
SU7552,UTair,2024-10-13,21:40,116
SU3283,Pobeda,2024-07-08,18:07,340
SU8031,Pobeda,2024-12-04,00:20,194
SU2805,Nordavia,2024-05-20,18:20,207
SU4113,Aeroflot,2024-09-09,17:39,284
SU9010,Red Wings,2024-07-23,20:29,207
SU9244,Red Wings,2024-05-13,09:08,168
SU4826,Aeroflot,2024-02-18,09:31,276
SU1636,Aeroflot,2024-12-24,05:06,92
SU8038,UTair,2024-08-21,13:13,169
SU9113,Ural Airlines,2024-11-13,06:15,258
SU2751,Ural Airlines,2024-12-15,00:10,256
SU9996,Pobeda,2024-09-19,17:16,237
SU3359,UTair,2024-07-04,11:08,176
SU4702,UTair,2024-11-18,05:05,282
SU8916,Nordavia,2024-10-08,20:57,233
SU3782,Red Wings,2024-05-14,13:49,60
SU2475,UTair,2024-03-12,22:47,290
SU6167,Red Wings,2024-08-05,14:06,73
SU6436,Red Wings,2024-11-08,18:19,287
SU908,Nordavia,2024-07-14,03:04,70
SU7756,S7 Airlines,2024-11-25,09:28,273
SU6723,Nordavia,2024-03-18,23:05,212
SU9311,S7 Airlines,2024-04-18,23:50,261
SU6697,Azimuth,2024-04-13,10:04,282
SU6583,UTair,2024-07-14,23:25,288
SU3597,Aeroflot,2024-03-07,08:39,180
SU1212,Azimuth,2024-03-10,01:35,303
SU2847,Red Wings,2024-12-04,10:26,73
SU3922,Nordavia,2024-04-16,14:36,259
SU7041,S7 Airlines,2024-12-03,11:36,68
SU4092,Nordavia,2024-05-05,16:22,330
SU5192,Azimuth,2024-01-21,11:22,332
SU6827,UTair,2024-07-18,20:51,153
SU1852,Azimuth,2024-05-25,11:23,82
SU1780,Nordavia,2024-10-22,14:35,133
SU1500,Rossiya,2024-06-13,14:30,194
SU4642,Azimuth,2024-10-04,14:08,153
SU2104,Azimuth,2024-01-09,11:27,219
SU4775,Red Wings,2024-12-21,20:53,327
SU8552,Aeroflot,2024-09-02,00:05,325
SU1401,Aeroflot,2024-07-09,10:59,191
SU8943,S7 Airlines,2024-02-22,21:25,105
SU2081,Pobeda,2024-03-22,04:46,334
SU3631,S7 Airlines,2024-12-23,01:55,257
SU184,Yakutia,2024-02-20,19:38,124
SU5150,S7 Airlines,2024-07-03,10:13,149
SU7238,Pobeda,2024-10-24,04:12,62
SU1891,Azimuth,2024-11-03,19:55,83
SU8211,Pobeda,2024-01-10,16:13,261
SU546,Pobeda,2024-09-24,01:19,317
SU9881,UTair,2024-05-13,04:06,220
SU8357,Pobeda,2024-10-02,07:40,89
SU7355,S7 Airlines,2024-08-08,03:46,293
SU1007,Nordavia,2024-08-21,07:52,239
SU9851,Nordavia,2024-12-19,06:37,292
SU7078,Red Wings,2024-09-05,19:27,52
SU1673,UTair,2024-01-11,23:52,309
SU3487,Aeroflot,2024-02-13,13:49,259
SU6602,Aeroflot,2024-10-10,11:32,334
SU4614,Ural Airlines,2024-07-20,18:12,238
SU7520,Nordavia,2024-10-07,03:15,168
SU3995,UTair,2024-02-19,15:13,161
SU3793,S7 Airlines,2024-10-15,11:41,110
SU4315,Red Wings,2024-02-09,08:59,97
SU5774,Yakutia,2024-12-15,13:46,211
SU8856,S7 Airlines,2024-12-27,14:36,50
SU9995,Aeroflot,2024-12-14,08:25,266
SU5272,Pobeda,2024-07-09,23:45,135
SU8095,Yakutia,2024-05-17,11:06,74
SU871,Ural Airlines,2024-01-16,04:32,151
SU655,Yakutia,2024-09-26,10:59,196
SU5337,Rossiya,2024-01-06,02:09,77
SU2386,S7 Airlines,2024-09-14,07:18,174
SU7075,Yakutia,2024-10-13,00:11,211
SU1766,Pobeda,2024-06-06,23:21,110
SU4458,S7 Airlines,2024-09-18,17:15,335
SU7136,Azimuth,2024-05-03,17:40,348
SU2660,Aeroflot,2024-09-15,10:59,199
SU4730,UTair,2024-06-22,16:30,65
SU8374,Red Wings,2024-12-03,10:54,98
SU2620,Azimuth,2024-05-26,21:03,99
SU3075,S7 Airlines,2024-09-08,14:23,324
SU3610,S7 Airlines,2024-11-02,05:11,184
SU6676,Ural Airlines,2024-05-10,05:01,199
SU9362,Aeroflot,2024-06-16,09:15,274
SU5858,Red Wings,2024-03-03,00:27,164
SU4350,Pobeda,2024-02-11,04:12,309
SU4437,Pobeda,2024-12-12,20:20,243
SU5176,Pobeda,2024-12-21,17:02,110
SU8487,Pobeda,2024-05-05,18:17,242
SU6044,Nordavia,2024-05-27,19:13,235
SU5874,Ural Airlines,2024-10-27,02:08,279
SU6514,Yakutia,2024-03-12,05:14,237
SU8424,Pobeda,2024-06-13,08:40,182
SU2292,S7 Airlines,2024-02-14,17:23,261
SU6671,Azimuth,2024-02-07,07:40,95
SU3678,Azimuth,2024-04-12,19:28,339
SU8180,Ural Airlines,2024-02-02,22:14,193
SU7718,Azimuth,2024-09-27,20:50,193
SU8275,UTair,2024-10-25,22:39,125
SU8051,Rossiya,2024-01-17,19:19,311
SU9543,Aeroflot,2024-09-26,21:09,320
SU1634,S7 Airlines,2024-10-02,02:33,320
SU2067,UTair,2024-02-20,15:24,319
SU2799,Pobeda,2024-11-21,00:11,107
SU2033,UTair,2024-08-13,04:37,309
SU5867,Azimuth,2024-01-14,23:16,283
SU2182,Red Wings,2024-12-16,21:00,124
SU7318,UTair,2024-05-08,04:25,213
SU2281,Aeroflot,2024-09-05,12:50,169
SU7029,Rossiya,2024-04-02,23:43,276
SU7696,Pobeda,2024-09-12,13:23,284
SU2983,S7 Airlines,2024-12-08,01:17,88
SU9303,Rossiya,2024-01-01,05:13,119
SU8140,Yakutia,2024-07-08,17:26,105
SU7093,Red Wings,2024-04-09,01:22,95
SU823,Pobeda,2024-08-23,11:01,69
SU9352,Ural Airlines,2024-07-23,13:39,74
SU4701,Pobeda,2024-10-10,16:17,106
SU7339,UTair,2024-10-15,00:14,78
SU4681,Azimuth,2024-06-16,01:49,135
SU8813,Nordavia,2024-11-27,21:40,102
SU8703,Red Wings,2024-09-07,16:23,267
SU8286,Yakutia,2024-06-16,18:55,226
SU6612,Aeroflot,2024-01-09,07:26,208
SU6190,Ural Airlines,2024-02-09,04:37,204
SU2374,Ural Airlines,2024-02-19,18:57,89
SU6734,Red Wings,2024-11-11,21:57,292
SU6633,S7 Airlines,2024-07-15,12:28,58
SU8091,Rossiya,2024-04-26,16:51,347
SU9386,UTair,2024-06-20,01:29,58
SU2986,Nordavia,2024-08-06,22:35,120
SU6020,Ural Airlines,2024-10-09,13:38,194
SU8719,Rossiya,2024-01-27,23:59,345
SU8944,Yakutia,2024-08-08,04:26,166
SU2273,UTair,2024-09-02,08:39,314
SU612,Nordavia,2024-11-12,17:20,191
SU2104,Pobeda,2024-06-10,18:21,143
SU9504,Ural Airlines,2024-03-08,16:44,220
SU7002,Azimuth,2024-03-06,08:43,326
SU4050,Yakutia,2024-05-20,15:06,181
SU4124,Red Wings,2024-12-12,17:31,75
SU328,S7 Airlines,2024-07-08,22:49,189
SU4103,S7 Airlines,2024-11-04,05:08,237
SU8121,Yakutia,2024-10-06,21:23,69
SU6909,Aeroflot,2024-07-02,14:41,60
SU4509,Red Wings,2024-10-07,13:55,183
SU3494,Rossiya,2024-11-06,02:37,195
SU9617,Nordavia,2024-04-02,01:02,258
SU7891,Azimuth,2024-12-13,17:14,150
SU8635,UTair,2024-03-14,00:32,282
SU5467,Pobeda,2024-11-01,00:52,71
SU5453,UTair,2024-01-16,11:52,119
SU2754,Red Wings,2024-05-03,02:40,320
SU7924,Rossiya,2024-02-17,15:02,107
SU9337,Azimuth,2024-05-17,22:17,331
SU3816,Pobeda,2024-04-14,16:32,325
SU3451,Azimuth,2024-03-13,16:19,330
SU3008,Red Wings,2024-06-03,19:13,185
SU5526,Azimuth,2024-03-09,18:32,137
SU5070,Azimuth,2024-02-18,01:09,84
SU9310,Yakutia,2024-01-19,02:34,110
SU2857,Nordavia,2024-09-09,17:08,153
SU5756,Nordavia,2024-01-11,19:03,329
SU5082,UTair,2024-06-24,03:44,191
SU9208,Azimuth,2024-06-03,15:15,200
SU1564,Yakutia,2024-05-11,18:30,191
SU5910,Yakutia,2024-04-24,19:12,147
SU471,Red Wings,2024-04-03,07:51,237
SU4353,UTair,2024-01-16,23:23,316
SU9816,Rossiya,2024-03-03,19:40,333
SU9335,UTair,2024-11-06,04:36,215
SU5771,Ural Airlines,2024-12-01,02:16,192
SU8127,Azimuth,2024-10-24,22:27,172
SU9310,Azimuth,2024-08-10,03:16,135
SU4994,Ural Airlines,2024-06-09,16:35,73
SU4667,UTair,2024-12-13,11:02,141
SU1532,Yakutia,2024-12-13,17:11,76
SU3116,Azimuth,2024-02-09,11:52,187
SU8613,Aeroflot,2024-10-25,02:55,207
SU3703,Azimuth,2024-09-15,10:41,146
SU5074,Rossiya,2024-01-01,13:12,294
SU1731,S7 Airlines,2024-06-17,16:30,125
SU151,Nordavia,2024-09-22,20:35,71
SU4120,Ural Airlines,2024-01-13,01:57,222
SU5529,Yakutia,2024-03-17,06:26,240
SU4545,Red Wings,2024-03-16,07:46,315
SU6128,Red Wings,2024-07-05,00:53,318
SU4793,Red Wings,2024-04-11,01:38,254
SU8352,Azimuth,2024-06-15,15:24,253
SU8785,Yakutia,2024-11-25,08:48,126
SU373,Aeroflot,2024-07-17,19:03,312
SU4099,Nordavia,2024-03-02,07:28,203
SU3607,Nordavia,2024-03-21,23:15,117
SU6198,UTair,2024-04-20,17:54,242
SU1889,Rossiya,2024-07-11,07:42,76
SU7854,S7 Airlines,2024-08-06,10:31,275
SU9790,Rossiya,2024-05-13,09:02,231
SU8052,Aeroflot,2024-02-26,02:52,205
SU9563,Rossiya,2024-08-20,22:29,130
SU6019,Pobeda,2024-04-06,12:58,260
SU5832,Yakutia,2024-11-15,12:28,99
SU9277,Rossiya,2024-12-08,01:22,319
SU1925,Pobeda,2024-02-16,07:11,185
SU3927,UTair,2024-12-20,13:23,195
SU2915,Pobeda,2024-10-25,00:05,89
SU7826,Yakutia,2024-09-27,17:19,244
SU6441,Rossiya,2024-05-23,01:01,204
SU6156,Ural Airlines,2024-08-03,04:48,158
SU6062,Azimuth,2024-01-08,01:35,291
SU1579,UTair,2024-02-19,00:04,201
SU2766,Rossiya,2024-10-04,08:40,175
SU1426,UTair,2024-03-19,12:37,178
SU7047,Red Wings,2024-08-09,03:52,150
SU8281,Rossiya,2024-11-07,03:03,322
SU3922,Azimuth,2024-07-26,23:39,213
SU4053,Red Wings,2024-07-28,02:41,321
SU3594,Nordavia,2024-05-25,03:13,287
SU3076,Azimuth,2024-03-17,19:23,291
SU7855,Nordavia,2024-01-26,22:44,286
SU4767,S7 Airlines,2024-02-09,10:58,62
SU4831,Ural Airlines,2024-09-03,14:21,139
SU7782,Pobeda,2024-02-17,06:58,156
SU9334,Aeroflot,2024-03-01,19:28,57
SU6716,Yakutia,2024-07-12,04:20,157
SU5742,Red Wings,2024-12-25,07:42,119
SU7852,S7 Airlines,2024-07-14,21:03,327
SU1967,Pobeda,2024-05-06,22:10,346
SU5913,UTair,2024-12-06,02:38,237
SU8501,UTair,2024-03-25,01:32,108
SU2434,Red Wings,2024-08-10,01:27,224
SU2940,UTair,2024-05-22,08:12,235
SU6845,Yakutia,2024-10-08,00:33,244
SU6960,UTair,2024-04-18,12:21,199
SU7181,S7 Airlines,2024-02-11,05:42,177
SU7287,Yakutia,2024-06-28,07:29,210
SU2477,Azimuth,2024-02-10,03:06,281
SU4086,Azimuth,2024-07-28,11:30,121
SU1945,Pobeda,2024-12-02,09:18,205
SU8802,Ural Airlines,2024-10-05,00:13,275
SU1381,Ural Airlines,2024-10-02,07:37,135
SU7719,UTair,2024-01-19,11:55,157
SU9674,Azimuth,2024-01-08,19:03,325
SU4682,Red Wings,2024-02-07,19:12,95
SU1918,UTair,2024-12-03,17:38,104
SU8251,Rossiya,2024-07-15,23:14,144
SU9096,Pobeda,2024-10-22,17:30,91
SU7014,Azimuth,2024-02-03,23:35,211
SU1436,Yakutia,2024-04-03,10:13,260
SU1654,Yakutia,2024-07-06,13:27,118
SU9208,Rossiya,2024-12-26,08:02,291
SU1885,S7 Airlines,2024-02-13,17:58,346
SU5370,UTair,2024-02-11,12:42,138
SU2133,Pobeda,2024-11-22,13:11,171
SU6636,Ural Airlines,2024-04-27,11:36,256
SU1232,Rossiya,2024-10-28,11:25,89
SU9406,Rossiya,2024-02-05,08:18,229
SU1829,Azimuth,2024-12-16,03:20,292
SU6367,Nordavia,2024-12-01,00:33,190
SU7821,Azimuth,2024-08-27,13:35,198
SU6252,Rossiya,2024-11-11,19:28,148
SU5067,S7 Airlines,2024-06-13,23:03,306
SU9856,Ural Airlines,2024-05-21,00:43,167
SU7914,UTair,2024-10-11,18:00,264
SU9280,UTair,2024-09-06,09:19,193
SU4679,Red Wings,2024-09-03,22:26,314
SU5323,Yakutia,2024-09-15,09:18,346
SU6368,Aeroflot,2024-12-17,17:28,103
SU4421,Red Wings,2024-08-27,22:32,181
