flightNumber,airline,arrivalDate,arrivalTime,passengers
SU3533,Rossiya,2024-02-11,22:17,114
SU2729,Nordavia,2024-11-23,14:07,239
SU9882,Yakutia,2024-10-04,04:05,188
SU4034,Rossiya,2024-10-14,07:26,63
SU7823,UTair,2024-04-24,11:05,339
SU2360,Azimuth,2024-06-23,13:03,95
SU4734,S7 Airlines,2024-04-03,00:48,174
SU4994,Azimuth,2024-07-09,00:39,197
SU1882,UTair,2024-03-24,16:58,88
SU3014,Yakutia,2024-01-21,23:00,216
SU1467,Nordavia,2024-11-10,19:28,192
SU5051,Rossiya,2024-12-15,11:02,97
SU2619,Aeroflot,2024-09-21,02:49,218
SU3041,Red Wings,2024-01-14,03:59,79
SU6781,Yakutia,2024-11-03,11:37,84
SU1123,Pobeda,2024-11-26,17:02,142
SU7069,Aeroflot,2024-03-14,12:54,345
SU4639,Yakutia,2024-02-21,13:38,251
SU9004,UTair,2024-01-20,13:02,306
SU2037,S7 Airlines,2024-09-09,05:56,239
SU3106,Ural Airlines,2024-03-09,03:39,342
SU9065,Aeroflot,2024-01-25,11:42,269
SU6003,Pobeda,2024-01-21,20:22,87
SU3862,Aeroflot,2024-12-26,08:16,52
SU8802,Red Wings,2024-03-18,03:43,69
SU529,Red Wings,2024-08-07,19:20,175
SU3003,Nordavia,2024-06-15,02:18,214
SU8634,Ural Airlines,2024-08-09,18:21,151
SU1600,Pobeda,2024-02-23,16:04,76
SU3071,Pobeda,2024-01-10,01:43,289
SU1719,Pobeda,2024-05-27,18:55,80
SU3208,Pobeda,2024-03-21,08:29,276
SU3536,Nordavia,2024-08-22,18:21,344
SU3103,S7 Airlines,2024-02-04,20:00,111
SU9442,S7 Airlines,2024-01-10,15:36,56
SU1066,Azimuth,2024-10-18,05:45,205
SU6877,Rossiya,2024-09-16,11:35,137
SU5881,Yakutia,2024-06-19,00:37,68
SU3468,Azimuth,2024-07-12,00:15,181
SU9249,Pobeda,2024-01-06,02:32,96
SU518,S7 Airlines,2024-12-18,20:46,322
SU6541,Pobeda,2024-05-20,21:59,306
SU9141,Nordavia,2024-05-15,04:17,125
SU7898,Nordavia,2024-03-02,08:15,115
SU386,Rossiya,2024-02-05,02:05,256
SU2287,Nordavia,2024-01-22,21:47,346
SU7292,Aeroflot,2024-10-08,15:24,338
SU1276,Nordavia,2024-03-04,12:06,346
SU7598,Red Wings,2024-07-21,19:19,212
SU5910,UTair,2024-06-25,17:57,323
SU9073,Yakutia,2024-02-05,22:19,274
SU3165,Azimuth,2024-09-19,21:12,113
SU3683,Yakutia,2024-03-07,15:29,329
SU8173,Nordavia,2024-08-15,18:53,81
SU9636,Azimuth,2024-02-05,12:48,176
SU3655,Nordavia,2024-08-27,06:35,258
SU2075,UTair,2024-04-05,08:29,241
SU5515,Azimuth,2024-12-13,10:52,149
SU8690,S7 Airlines,2024-05-24,05:56,188
SU1453,Ural Airlines,2024-06-09,06:44,316
SU3805,Azimuth,2024-02-19,23:37,255
SU2869,Red Wings,2024-06-16,19:41,292
SU8075,UTair,2024-12-26,14:02,253
SU1931,Nordavia,2024-08-28,01:07,292
SU6160,UTair,2024-06-15,00:19,212
SU6424,Azimuth,2024-12-15,15:15,275
SU9039,Aeroflot,2024-05-26,07:26,189
SU7336,Red Wings,2024-06-14,01:07,274
SU4529,Rossiya,2024-12-13,18:46,265
SU158,S7 Airlines,2024-07-15,23:45,202
SU8839,Red Wings,2024-04-08,00:19,347
SU3300,Aeroflot,2024-09-23,18:01,329
SU3602,Red Wings,2024-07-17,13:42,68
SU9259,Yakutia,2024-04-07,18:57,154
SU7107,Rossiya,2024-11-18,22:37,274
SU2070,Aeroflot,2024-11-05,20:36,287
SU2472,Aeroflot,2024-03-04,04:15,259
SU9107,Pobeda,2024-12-11,21:25,249
SU7592,Pobeda,2024-07-22,05:39,322
SU1275,Aeroflot,2024-07-21,18:03,329
SU4267,Red Wings,2024-08-09,11:26,287
SU7067,Pobeda,2024-05-26,09:39,135
SU3287,Nordavia,2024-06-16,19:47,161
SU5957,UTair,2024-09-07,01:16,350
SU4582,Azimuth,2024-09-16,12:32,287
SU5332,Azimuth,2024-04-09,11:45,231
SU3803,S7 Airlines,2024-09-14,07:18,348
SU5449,UTair,2024-01-19,02:13,175
SU7814,UTair,2024-05-22,06:03,54
SU3359,Yakutia,2024-06-02,18:27,273
SU4638,Yakutia,2024-05-13,01:53,273
SU2607,Red Wings,2024-08-12,23:39,148
SU3732,Azimuth,2024-06-15,11:58,235
SU4823,Pobeda,2024-07-14,13:33,170
SU8188,Rossiya,2024-03-03,08:58,205
SU6955,Rossiya,2024-06-08,21:10,87
SU7160,UTair,2024-01-06,01:37,347
SU4104,Red Wings,2024-09-28,10:57,234
SU1039,UTair,2024-10-17,17:45,292
SU326,UTair,2024-11-11,03:50,158
SU322,Ural Airlines,2024-02-04,14:18,299
SU9618,S7 Airlines,2024-03-03,09:19,72
SU5354,S7 Airlines,2024-04-10,06:30,119
SU9633,Red Wings,2024-12-18,01:11,106
SU910,Nordavia,2024-06-07,11:12,230
SU7475,Ural Airlines,2024-12-15,01:31,69
SU2877,Red Wings,2024-02-11,05:05,277
SU2330,Nordavia,2024-02-14,09:48,226
SU4596,Aeroflot,2024-08-09,03:33,347
SU3341,Pobeda,2024-02-12,12:40,127
SU6224,Nordavia,2024-02-01,13:03,246
SU3320,Yakutia,2024-02-02,20:38,317
SU5296,Red Wings,2024-09-19,22:27,68
SU5125,Azimuth,2024-05-28,16:57,322
SU2227,Azimuth,2024-09-17,09:34,129
SU5513,Yakutia,2024-01-24,11:00,328
SU7735,UTair,2024-04-11,14:14,112
SU6339,Ural Airlines,2024-03-14,06:17,349
SU7882,S7 Airlines,2024-06-28,09:24,327
SU7560,Rossiya,2024-05-11,20:25,173
SU3308,Pobeda,2024-07-26,20:34,258
SU6065,S7 Airlines,2024-03-15,04:05,62
SU4416,S7 Airlines,2024-02-01,06:57,250
SU969,Red Wings,2024-02-26,03:06,83
SU3887,Red Wings,2024-08-26,01:18,193
SU4391,S7 Airlines,2024-12-09,13:11,170
SU8986,UTair,2024-06-14,11:14,203
SU259,Azimuth,2024-09-10,05:20,300
SU5390,Red Wings,2024-12-05,22:44,88
SU872,Rossiya,2024-01-14,05:13,59
SU5931,Azimuth,2024-06-28,07:20,206
SU9229,UTair,2024-08-07,12:03,208
SU9731,Ural Airlines,2024-03-07,19:12,312
SU9355,UTair,2024-02-19,16:48,146
SU1818,S7 Airlines,2024-03-04,22:46,120
SU964,Rossiya,2024-05-17,17:43,296
SU1871,Ural Airlines,2024-12-17,02:08,230
SU4543,Aeroflot,2024-08-04,01:08,189
SU1093,Rossiya,2024-02-12,13:50,131
SU5419,Rossiya,2024-04-18,07:15,151
SU2416,S7 Airlines,2024-07-19,18:27,71
SU9992,S7 Airlines,2024-01-21,05:02,130
SU3867,Aeroflot,2024-06-04,11:28,222
SU5092,Yakutia,2024-11-17,23:03,193
SU1648,Aeroflot,2024-11-09,15:27,88
SU7930,Nordavia,2024-10-11,07:52,193
SU8143,Ural Airlines,2024-06-19,01:49,233
SU429,UTair,2024-09-03,15:11,69
SU3431,Red Wings,2024-06-04,17:20,143
SU6712,Aeroflot,2024-02-12,16:13,256
SU5778,Ural Airlines,2024-04-03,23:37,247
SU7671,Azimuth,2024-09-02,15:27,93
SU8251,Ural Airlines,2024-02-02,17:27,225
SU2775,Aeroflot,2024-05-09,20:21,190
SU1188,Rossiya,2024-05-05,23:58,108
SU7247,Nordavia,2024-01-03,05:45,267
SU3442,Rossiya,2024-07-18,16:39,268
SU5745,UTair,2024-02-01,14:26,313
SU3448,Ural Airlines,2024-03-26,08:11,140
SU8117,Nordavia,2024-08-14,01:03,179
SU9453,Aeroflot,2024-05-10,14:02,98
SU6769,Yakutia,2024-11-06,05:26,196
SU3685,Aeroflot,2024-03-22,05:26,229
SU2016,Yakutia,2024-02-19,06:21,59
SU9007,S7 Airlines,2024-12-10,01:07,130
SU6030,UTair,2024-12-02,05:15,342
SU1281,Azimuth,2024-08-21,19:18,254
SU2668,UTair,2024-11-15,04:35,271
SU4133,Aeroflot,2024-05-09,11:28,51
SU3730,UTair,2024-12-20,18:34,200
SU8039,Aeroflot,2024-04-14,17:01,87
SU411,Ural Airlines,2024-04-18,07:27,272
SU1831,Nordavia,2024-04-24,10:04,134
SU2308,Nordavia,2024-07-08,08:28,343
SU2621,Nordavia,2024-08-11,15:34,155
SU8575,Rossiya,2024-08-17,20:25,259
SU6720,Red Wings,2024-11-01,11:11,275
SU1183,Yakutia,2024-05-25,12:59,297
SU8955,Ural Airlines,2024-03-21,17:38,256
SU7540,S7 Airlines,2024-04-21,21:10,80
SU8766,Rossiya,2024-01-03,14:37,176
SU5091,Red Wings,2024-02-16,18:32,310
SU685,Nordavia,2024-03-22,01:07,256
SU7548,Rossiya,2024-09-14,01:01,137
SU5642,Yakutia,2024-07-24,07:02,311
SU2550,Aeroflot,2024-12-22,18:30,244
SU5906,UTair,2024-01-21,03:38,105
SU7623,Red Wings,2024-05-03,18:54,189
SU488,Aeroflot,2024-05-13,11:36,250
SU9671,UTair,2024-10-14,17:18,283
SU615,Yakutia,2024-01-02,02:39,240
SU4074,S7 Airlines,2024-05-12,11:47,59
SU1607,Aeroflot,2024-09-08,05:09,262
SU2778,UTair,2024-02-16,01:25,341
SU7899,Red Wings,2024-05-01,00:05,298
SU492,S7 Airlines,2024-04-12,10:49,191
SU7162,Red Wings,2024-03-18,11:56,181
SU9901,S7 Airlines,2024-08-22,05:11,179
SU3779,Nordavia,2024-01-03,05:53,204
SU584,Ural Airlines,2024-02-22,20:50,275
SU8819,Red Wings,2024-07-03,21:42,241
SU6883,UTair,2024-04-02,09:46,119
SU8214,Yakutia,2024-12-14,17:25,213
SU9047,Pobeda,2024-06-19,03:14,248
SU3522,Red Wings,2024-10-01,13:24,178
SU2289,Pobeda,2024-12-15,21:29,262
SU6090,Ural Airlines,2024-07-26,16:36,308
SU6591,Aeroflot,2024-08-20,11:33,77
SU6802,Yakutia,2024-03-04,09:11,198
SU7549,S7 Airlines,2024-01-13,00:35,166
SU7524,Rossiya,2024-03-21,17:36,84
SU4213,Aeroflot,2024-11-27,20:58,73
SU6262,UTair,2024-05-01,08:29,243
SU9764,Azimuth,2024-09-15,01:01,97
SU9931,Azimuth,2024-06-14,03:49,194
SU2336,Aeroflot,2024-03-13,12:14,94
SU5851,Nordavia,2024-06-25,07:43,315
SU6358,Nordavia,2024-07-11,12:33,161
SU9849,Ural Airlines,2024-08-24,06:58,62
SU2423,Red Wings,2024-12-05,03:09,50
SU3931,Pobeda,2024-06-21,01:38,127
SU1017,Aeroflot,2024-08-19,08:08,122
SU2510,Yakutia,2024-11-21,09:46,74
SU7150,Rossiya,2024-05-05,01:12,108
SU4379,UTair,2024-09-07,07:04,333
SU8191,Aeroflot,2024-06-20,14:59,197
SU2081,Pobeda,2024-09-13,23:37,102
SU7804,Rossiya,2024-07-22,22:31,179
SU8088,S7 Airlines,2024-07-20,15:47,220
SU212,UTair,2024-02-02,15:01,135
SU325,Yakutia,2024-02-24,13:25,349
SU169,Pobeda,2024-03-24,01:24,174
SU5654,Red Wings,2024-09-28,05:20,84
SU4309,Pobeda,2024-11-05,14:20,157
SU9362,Yakutia,2024-06-24,12:45,200
SU7596,Pobeda,2024-03-19,12:54,85
SU4637,UTair,2024-01-18,15:13,155
SU5553,Ural Airlines,2024-02-13,10:03,155
SU9064,UTair,2024-11-11,06:28,150
SU5628,Nordavia,2024-10-28,13:30,245
SU5719,Yakutia,2024-03-12,02:58,104
SU6249,S7 Airlines,2024-01-11,18:45,101
SU3701,Azimuth,2024-05-11,20:10,200
SU5948,UTair,2024-11-17,15:09,317
SU5033,Pobeda,2024-04-18,12:58,60
SU7759,Azimuth,2024-08-05,23:50,182
SU897,S7 Airlines,2024-03-15,13:47,170
SU2621,Aeroflot,2024-09-11,20:33,190
SU8848,Yakutia,2024-12-23,20:34,128
SU8808,Rossiya,2024-06-12,09:32,85
SU8476,Red Wings,2024-12-25,00:56,193
SU2830,Rossiya,2024-03-21,19:55,149
SU7741,Ural Airlines,2024-01-09,00:12,334
SU1009,Azimuth,2024-08-01,11:31,183
SU7132,Yakutia,2024-12-08,01:43,62
SU7991,Azimuth,2024-12-21,18:17,319
SU3287,Red Wings,2024-08-13,23:54,209
SU2559,S7 Airlines,2024-11-23,19:56,311
SU9254,Rossiya,2024-02-11,05:47,91
SU1422,Yakutia,2024-08-03,23:15,228
SU3142,UTair,2024-08-14,10:25,264
SU3099,Red Wings,2024-01-17,22:44,241
SU3175,S7 Airlines,2024-12-12,10:50,273
SU4370,Rossiya,2024-12-04,13:40,166
SU9683,Ural Airlines,2024-06-02,11:29,172
SU8784,Aeroflot,2024-04-02,03:02,264
SU8448,Yakutia,2024-11-06,07:04,142
SU3773,Yakutia,2024-01-28,14:36,195
SU3301,UTair,2024-03-02,04:10,199
SU4570,Azimuth,2024-04-17,12:40,328
SU7914,Aeroflot,2024-02-27,20:52,314
SU4062,Rossiya,2024-04-07,18:49,251
SU6458,Nordavia,2024-04-02,10:13,221
SU9138,Red Wings,2024-01-16,18:38,217
SU9845,Rossiya,2024-10-19,00:54,260
SU4471,Ural Airlines,2024-07-20,02:09,148
SU5975,UTair,2024-12-18,04:34,115
SU3627,Aeroflot,2024-10-25,09:14,70
SU7521,Azimuth,2024-05-21,20:17,275
SU4341,Ural Airlines,2024-09-11,00:08,309
SU6126,Azimuth,2024-08-19,15:27,343
SU499,Ural Airlines,2024-06-03,16:39,319
SU9630,Yakutia,2024-01-22,22:33,337
SU6915,UTair,2024-07-07,20:16,98
SU9961,Azimuth,2024-07-26,15:44,215
SU5959,Rossiya,2024-03-28,03:12,183
SU4750,UTair,2024-12-07,08:34,169
SU554,Aeroflot,2024-12-09,01:56,184
SU3652,Ural Airlines,2024-04-24,05:00,102
SU4066,Nordavia,2024-12-28,16:08,251
SU3448,Rossiya,2024-04-06,23:15,68
SU9575,S7 Airlines,2024-05-27,02:39,151
SU9063,S7 Airlines,2024-05-05,12:52,181
SU1398,Ural Airlines,2024-08-19,13:45,157
SU8466,Pobeda,2024-04-02,02:05,138
SU966,Azimuth,2024-10-16,02:26,334
SU9497,Azimuth,2024-03-05,14:09,304
SU9150,Aeroflot,2024-12-22,19:45,236
SU4732,Nordavia,2024-05-26,18:12,120
SU2998,Aeroflot,2024-03-25,02:06,265
SU5431,Aeroflot,2024-05-08,23:35,153
SU5183,Ural Airlines,2024-12-06,20:24,173
SU6645,Rossiya,2024-04-14,22:36,179
SU5296,Yakutia,2024-04-23,05:54,236
SU5903,Azimuth,2024-08-20,10:46,111
SU4554,Rossiya,2024-12-14,07:45,115
SU1844,Rossiya,2024-05-08,23:34,252
SU6190,UTair,2024-02-04,00:07,50
SU420,UTair,2024-08-25,10:22,212
SU5133,Ural Airlines,2024-10-02,12:23,295
SU5453,UTair,2024-08-28,10:50,163
SU1926,S7 Airlines,2024-11-17,09:33,340
SU3227,Rossiya,2024-04-21,17:17,98
SU5020,Red Wings,2024-08-16,07:54,118
SU7876,Nordavia,2024-04-03,10:53,192
SU3230,UTair,2024-05-17,03:39,339
SU6678,UTair,2024-11-08,15:47,284
SU199,S7 Airlines,2024-02-13,16:09,305
SU1359,Nordavia,2024-07-19,02:22,258
SU9602,Nordavia,2024-07-02,02:42,311
SU5837,Nordavia,2024-04-27,23:09,101
SU3281,UTair,2024-12-15,22:02,112
SU9832,Rossiya,2024-07-11,04:15,318
SU4603,Yakutia,2024-06-03,21:10,268
SU3728,Rossiya,2024-08-16,12:42,148
SU3790,Azimuth,2024-02-01,18:40,175
SU1895,Nordavia,2024-10-26,20:55,210
SU7420,Aeroflot,2024-05-18,03:59,84
SU221,Pobeda,2024-12-15,12:15,336
SU2268,Rossiya,2024-05-19,07:44,341
SU6970,Rossiya,2024-12-22,10:41,51
SU3226,Azimuth,2024-02-26,06:13,144
SU5615,Nordavia,2024-03-03,22:03,105
SU7842,UTair,2024-04-11,01:03,209
SU1626,Nordavia,2024-11-24,03:21,121
SU636,Yakutia,2024-12-07,05:51,154
SU6472,Yakutia,2024-02-09,18:47,162
SU2259,Aeroflot,2024-06-23,21:44,167
SU3435,Ural Airlines,2024-06-12,07:04,166
SU5643,Red Wings,2024-01-19,00:06,58
SU8306,UTair,2024-12-28,03:38,161
SU4865,S7 Airlines,2024-09-26,03:20,91
SU8206,UTair,2024-10-20,22:18,123
SU5637,UTair,2024-04-22,23:26,156
SU9848,Aeroflot,2024-04-15,20:40,327
SU9065,UTair,2024-11-17,12:31,179
SU9825,Nordavia,2024-03-17,00:52,214
SU995,Red Wings,2024-10-16,16:26,170
SU5307,Ural Airlines,2024-08-05,09:07,95
SU6127,Nordavia,2024-04-17,14:18,138
SU3060,Red Wings,2024-01-21,03:20,188
SU8177,UTair,2024-09-04,11:14,334
SU507,Yakutia,2024-08-25,18:12,341
SU3816,Nordavia,2024-01-28,11:59,167
SU7828,S7 Airlines,2024-05-19,15:00,127
SU6328,Ural Airlines,2024-05-02,16:00,153
SU4466,Red Wings,2024-01-22,04:00,256
SU1131,Nordavia,2024-04-24,00:44,80
SU3243,Red Wings,2024-12-28,05:51,116
SU723,Ural Airlines,2024-11-23,07:08,62
SU8802,Pobeda,2024-11-27,06:16,147
SU8856,Aeroflot,2024-10-12,04:41,276
SU2178,Azimuth,2024-11-28,14:15,308
SU4159,Nordavia,2024-10-05,20:02,271
SU4832,Red Wings,2024-10-09,12:43,188
SU5165,Yakutia,2024-12-04,07:35,145
SU6864,Yakutia,2024-08-10,01:08,64
SU8451,Red Wings,2024-06-12,17:04,297
SU4472,Yakutia,2024-09-18,23:52,181
SU4581,Red Wings,2024-11-18,22:24,211
SU8947,UTair,2024-08-07,05:29,305
SU211,Red Wings,2024-03-01,20:14,292
SU9971,UTair,2024-05-21,17:46,298
SU3860,Yakutia,2024-10-01,19:13,114
SU3998,Azimuth,2024-07-14,13:47,124
SU2298,Red Wings,2024-04-28,17:13,239
SU1181,Ural Airlines,2024-04-01,15:02,98
SU1044,Pobeda,2024-03-13,12:53,300
SU1154,Azimuth,2024-11-04,15:10,131
SU6755,Ural Airlines,2024-09-25,06:53,262
SU4799,Pobeda,2024-12-21,16:42,324
SU1468,Yakutia,2024-12-25,16:22,215
SU9986,Aeroflot,2024-06-21,14:57,252
SU6659,S7 Airlines,2024-08-07,16:45,126
SU9049,Rossiya,2024-04-02,08:45,151
SU3762,Nordavia,2024-08-01,17:51,65
SU9779,Ural Airlines,2024-02-04,17:49,282
SU7546,Aeroflot,2024-12-21,20:03,83
SU5905,Pobeda,2024-06-26,16:29,349
SU6804,S7 Airlines,2024-07-25,22:56,155
SU4981,Nordavia,2024-12-16,14:31,165
SU5867,S7 Airlines,2024-06-13,01:32,197
SU314,Ural Airlines,2024-03-15,07:05,276
SU4459,Red Wings,2024-03-23,23:17,75
SU9114,Nordavia,2024-06-21,00:29,293
SU7609,Rossiya,2024-11-05,01:06,184
SU7951,Azimuth,2024-08-20,02:07,341
SU8094,S7 Airlines,2024-08-24,05:35,282
