flightNumber,airline,arrivalDate,arrivalTime,passengers
SU5386,S7 Airlines,2024-10-17,04:16,264
SU7687,Aeroflot,2024-02-02,22:59,253
SU7325,UTair,2024-06-05,10:16,248
SU2424,Yakutia,2024-04-01,10:29,341
SU6409,UTair,2024-02-01,05:29,281
SU444,Rossiya,2024-10-01,20:24,318
SU9427,Pobeda,2024-11-25,05:23,161
SU150,Pobeda,2024-09-20,00:46,171
SU4913,Azimuth,2024-11-04,20:49,146
SU6193,Rossiya,2024-02-26,01:26,71
SU374,Rossiya,2024-12-02,03:18,296
SU1293,Aeroflot,2024-07-22,09:30,321
SU5251,Nordavia,2024-09-03,21:20,217
SU6338,Rossiya,2024-11-02,18:18,154
SU6525,Yakutia,2024-08-20,09:19,280
SU4551,UTair,2024-02-12,06:12,213
SU2299,Aeroflot,2024-01-09,13:21,50
SU1501,Azimuth,2024-02-02,05:04,237
SU4175,UTair,2024-02-10,00:46,310
SU6845,Red Wings,2024-05-26,02:52,238
SU9969,Nordavia,2024-01-14,11:41,335
SU1839,Azimuth,2024-02-16,21:28,137
SU5556,Rossiya,2024-08-09,13:27,341
SU8339,Pobeda,2024-11-15,14:42,263
SU6637,Aeroflot,2024-03-11,02:59,192
SU9779,Yakutia,2024-03-27,03:44,259
SU2464,Aeroflot,2024-02-15,02:35,211
SU1778,Yakutia,2024-08-17,15:53,254
SU9032,UTair,2024-07-20,03:12,291
SU6233,Rossiya,2024-05-17,21:39,163
SU6081,Rossiya,2024-07-25,17:01,175
SU9509,Red Wings,2024-05-12,19:49,295
SU9652,Aeroflot,2024-01-14,00:40,97
SU4555,Rossiya,2024-05-15,08:40,110
SU3258,UTair,2024-11-12,10:32,67
SU9677,Yakutia,2024-06-08,17:47,289
SU4005,Aeroflot,2024-03-17,19:12,334
SU479,Pobeda,2024-09-15,11:14,183
SU4336,UTair,2024-02-07,06:42,226
SU4250,S7 Airlines,2024-07-03,19:43,293
SU1005,UTair,2024-03-11,11:13,199
SU7587,S7 Airlines,2024-10-12,08:51,295
SU395,Red Wings,2024-11-26,02:36,134
SU9319,Red Wings,2024-10-17,06:29,127
SU8100,Nordavia,2024-06-18,12:47,65
SU7545,Rossiya,2024-03-02,23:36,290
SU3079,Ural Airlines,2024-05-26,06:58,136
SU6976,Aeroflot,2024-03-10,09:07,276
SU1095,Ural Airlines,2024-08-28,15:17,217
SU9259,Azimuth,2024-06-07,14:33,281
SU4174,Ural Airlines,2024-07-24,15:51,137
SU7838,Pobeda,2024-11-15,05:39,254
SU2229,Aeroflot,2024-11-15,22:21,197
SU341,Nordavia,2024-10-20,17:51,71
SU5135,UTair,2024-03-17,07:20,106
SU3904,Yakutia,2024-04-24,20:37,297
SU8533,Ural Airlines,2024-08-26,14:10,281
SU8695,Pobeda,2024-09-28,09:45,51
SU2410,Aeroflot,2024-04-08,08:12,346
SU2037,Aeroflot,2024-01-08,19:33,111
SU5580,Ural Airlines,2024-01-06,07:28,219
SU6157,Pobeda,2024-01-04,02:43,180
SU2534,Nordavia,2024-03-27,08:44,309
SU8505,UTair,2024-04-14,20:08,255
SU4503,S7 Airlines,2024-05-27,20:33,247
SU7351,Nordavia,2024-03-22,03:16,264
SU9264,Aeroflot,2024-02-24,18:44,256
SU4779,Pobeda,2024-08-16,09:50,305
SU5200,Pobeda,2024-07-09,17:41,202
SU9541,Rossiya,2024-05-24,15:25,168
SU8471,Nordavia,2024-09-01,22:28,308
SU3792,Pobeda,2024-07-02,18:38,82
SU506,Pobeda,2024-07-05,22:21,113
SU1589,Rossiya,2024-03-16,01:15,268
SU8412,Red Wings,2024-03-14,08:40,335
SU8599,Ural Airlines,2024-09-03,21:17,119
SU2989,S7 Airlines,2024-11-16,02:25,149
SU6937,Aeroflot,2024-11-19,17:47,314
SU7296,Rossiya,2024-02-02,02:58,116
SU780,UTair,2024-07-06,22:16,150
SU982,Pobeda,2024-12-02,07:59,182
SU2094,UTair,2024-10-16,00:43,94
SU2267,Rossiya,2024-10-01,13:08,86
SU3601,Red Wings,2024-08-12,23:18,203
SU1886,Yakutia,2024-03-17,22:26,70
SU2147,Azimuth,2024-10-11,23:10,193
SU8111,Red Wings,2024-04-20,23:59,196
SU2006,Nordavia,2024-12-18,22:55,125
SU1425,Azimuth,2024-04-21,20:00,132
SU4085,Red Wings,2024-01-28,21:08,198
SU8417,S7 Airlines,2024-05-11,09:17,303
SU5661,Aeroflot,2024-11-24,05:32,115
SU8933,Red Wings,2024-04-11,01:29,337
SU9832,S7 Airlines,2024-08-02,02:47,63
SU1187,Aeroflot,2024-06-28,10:03,348
SU6780,S7 Airlines,2024-07-05,09:08,217
SU7163,Rossiya,2024-08-01,12:47,147
SU9196,Azimuth,2024-04-08,17:56,237
SU3931,Aeroflot,2024-02-21,04:30,318
SU9917,Ural Airlines,2024-03-20,06:46,154
SU281,Pobeda,2024-11-27,19:53,165
SU8603,S7 Airlines,2024-01-18,23:35,172
SU5108,S7 Airlines,2024-04-08,03:33,318
SU7219,Pobeda,2024-01-26,17:41,209
SU1051,Ural Airlines,2024-05-08,14:22,184
SU2271,Rossiya,2024-03-17,06:55,290
SU9039,S7 Airlines,2024-10-05,18:31,233
SU7319,Ural Airlines,2024-07-15,21:37,99
SU9466,Rossiya,2024-01-15,08:53,277
SU5806,Yakutia,2024-06-18,07:42,104
SU2170,UTair,2024-12-09,14:50,223
SU8702,Azimuth,2024-07-23,20:25,99
SU1545,Red Wings,2024-06-06,22:51,155
SU9620,Nordavia,2024-11-18,16:35,267
SU6719,Aeroflot,2024-04-21,09:14,66
SU9275,S7 Airlines,2024-09-21,12:15,298
SU5469,Yakutia,2024-08-26,08:45,311
SU9218,Yakutia,2024-03-26,07:38,139
SU1861,Nordavia,2024-10-01,06:19,162
SU9608,S7 Airlines,2024-05-28,01:22,301
SU3470,Nordavia,2024-10-03,09:35,51
SU1271,Yakutia,2024-09-18,00:17,59
SU8006,Red Wings,2024-01-28,19:17,315
SU642,Rossiya,2024-03-15,06:11,82
SU5410,UTair,2024-10-28,06:01,177
SU4215,S7 Airlines,2024-02-04,15:22,267
SU5095,Nordavia,2024-06-11,14:24,224
SU239,UTair,2024-09-05,07:38,337
SU7618,Ural Airlines,2024-11-18,14:57,259
SU1613,Ural Airlines,2024-03-21,02:07,346
SU3138,Azimuth,2024-10-16,21:30,195
SU6169,Red Wings,2024-10-24,09:33,330
SU7574,Pobeda,2024-08-25,20:15,208
SU7148,Aeroflot,2024-11-04,18:52,197
SU1528,Pobeda,2024-02-26,01:05,50
SU3528,UTair,2024-12-08,12:26,104
SU6652,UTair,2024-02-22,03:56,262
SU3775,Ural Airlines,2024-11-25,22:04,192
SU7098,Rossiya,2024-11-02,10:42,212
SU8613,Azimuth,2024-11-13,03:47,344
SU2204,UTair,2024-07-07,04:13,292
SU2761,UTair,2024-06-08,01:08,330
SU1917,Pobeda,2024-10-16,22:45,69
SU8878,UTair,2024-01-10,09:49,336
SU865,S7 Airlines,2024-03-23,05:18,312
SU1701,Aeroflot,2024-03-23,02:53,297
SU2053,UTair,2024-09-20,04:06,254
SU5775,Nordavia,2024-07-11,10:58,143
SU3368,Aeroflot,2024-09-10,10:23,225
SU8085,Nordavia,2024-09-24,10:09,318
SU8485,S7 Airlines,2024-11-05,21:57,350
SU4082,Red Wings,2024-11-25,19:17,162
SU6334,S7 Airlines,2024-02-05,09:42,69
SU2735,Ural Airlines,2024-04-03,19:44,252
SU8618,Pobeda,2024-06-17,03:27,249
SU219,Pobeda,2024-08-27,23:30,242
SU5439,UTair,2024-12-06,13:16,333
SU6458,Pobeda,2024-09-13,02:18,146
SU6047,Rossiya,2024-03-11,03:34,316
SU1431,Nordavia,2024-01-13,11:30,197
SU2737,Nordavia,2024-10-09,17:40,133
SU4278,Rossiya,2024-04-04,13:03,323
SU2522,Pobeda,2024-10-01,05:36,277
SU483,Pobeda,2024-12-12,18:49,62
SU4409,S7 Airlines,2024-12-10,16:23,273
SU3026,Ural Airlines,2024-09-04,00:50,304
SU4456,Aeroflot,2024-07-08,12:21,236
SU6456,Rossiya,2024-08-21,04:23,341
SU2694,Nordavia,2024-11-20,02:23,164
SU9713,Yakutia,2024-01-24,01:46,305
SU2272,Pobeda,2024-01-26,01:36,69
SU4947,Yakutia,2024-05-20,02:30,329
SU1037,S7 Airlines,2024-08-26,02:06,179
SU7023,Azimuth,2024-07-15,17:20,84
SU7040,Yakutia,2024-06-21,18:27,262
SU2657,S7 Airlines,2024-07-10,14:52,67
SU6910,Red Wings,2024-10-02,04:55,249
SU1060,Aeroflot,2024-12-15,20:46,215
SU9131,Aeroflot,2024-11-27,01:28,333
SU173,Nordavia,2024-07-10,03:32,332
SU9738,UTair,2024-05-08,04:24,191
SU7534,Aeroflot,2024-12-08,19:50,331
SU4341,S7 Airlines,2024-12-27,18:41,212
SU7397,Red Wings,2024-11-06,15:09,165
SU2937,Pobeda,2024-12-02,15:24,88
SU3092,S7 Airlines,2024-12-19,19:49,225
SU7464,Red Wings,2024-06-18,14:47,92
SU9043,Azimuth,2024-05-19,19:42,152
SU6166,Azimuth,2024-11-26,17:26,139
SU9472,Red Wings,2024-07-06,16:21,231
SU9424,Rossiya,2024-07-12,16:57,336
SU1896,Yakutia,2024-08-05,04:39,237
SU2988,Rossiya,2024-11-23,23:29,72
SU6152,Rossiya,2024-11-21,04:16,280
SU1881,S7 Airlines,2024-03-18,16:27,77
SU2892,Nordavia,2024-06-06,11:40,170
SU3902,Azimuth,2024-08-11,10:59,53
SU3057,UTair,2024-07-02,09:36,152
SU7203,Pobeda,2024-01-26,17:09,294
SU7871,Pobeda,2024-09-08,21:53,348
SU8017,Pobeda,2024-04-02,18:09,184
SU6268,Rossiya,2024-12-17,21:25,127
SU1254,Azimuth,2024-01-24,15:18,262
SU8009,Aeroflot,2024-12-09,08:41,185
SU6170,S7 Airlines,2024-07-25,10:20,251
SU664,Aeroflot,2024-10-14,18:44,155
SU5632,Yakutia,2024-08-06,16:05,242
SU3001,S7 Airlines,2024-09-16,21:09,176
SU2117,UTair,2024-10-26,16:23,171
SU295,Nordavia,2024-04-21,17:58,263
SU9176,Yakutia,2024-05-10,01:38,85
SU8725,Rossiya,2024-12-25,02:24,241
SU762,Nordavia,2024-06-05,12:11,139
SU4671,Ural Airlines,2024-08-04,06:28,338
SU2727,Pobeda,2024-11-01,17:27,233
SU1732,Rossiya,2024-05-14,06:07,300
SU9829,Yakutia,2024-10-20,23:38,101
SU2924,Aeroflot,2024-07-11,22:12,244
SU5718,Red Wings,2024-05-06,21:51,114
SU3672,Aeroflot,2024-01-13,14:17,228
SU4139,UTair,2024-02-11,23:24,225
SU4059,Ural Airlines,2024-08-25,07:24,145
SU1849,Ural Airlines,2024-12-14,10:43,131
SU9549,Pobeda,2024-11-10,17:17,127
SU5215,Ural Airlines,2024-05-06,14:23,306
SU6739,UTair,2024-12-10,14:54,216
SU4883,UTair,2024-03-15,08:26,148
SU9445,Azimuth,2024-01-13,13:57,244
SU5797,S7 Airlines,2024-08-07,18:23,290
SU1724,UTair,2024-11-16,05:46,119
SU8660,UTair,2024-02-19,10:51,133
SU8834,Red Wings,2024-11-18,07:59,68
SU2257,S7 Airlines,2024-01-07,02:36,76
SU4924,Azimuth,2024-07-25,13:22,57
SU8062,S7 Airlines,2024-03-26,15:54,213
SU1912,Yakutia,2024-09-22,15:27,206
SU5193,Pobeda,2024-06-23,01:23,143
SU1221,Azimuth,2024-12-23,19:48,297
SU7204,Ural Airlines,2024-10-10,22:43,191
SU8161,Ural Airlines,2024-10-20,02:23,271
SU5652,Rossiya,2024-11-22,00:22,233
SU5135,Red Wings,2024-11-26,13:44,64
SU4409,Ural Airlines,2024-01-16,19:32,154
SU974,Rossiya,2024-05-02,14:33,310
SU9023,S7 Airlines,2024-12-01,20:49,242
SU9622,Rossiya,2024-02-21,13:18,281
SU2426,Azimuth,2024-10-10,23:21,61
SU4584,Rossiya,2024-04-07,14:18,242
SU1112,Red Wings,2024-07-07,23:58,118
SU5986,Ural Airlines,2024-09-17,21:17,117
SU9612,Red Wings,2024-04-24,03:36,99
SU2498,Azimuth,2024-07-11,15:22,238
SU3495,Pobeda,2024-05-10,16:39,125
SU4911,Aeroflot,2024-08-25,13:21,163
SU8733,Aeroflot,2024-06-25,00:53,170
SU722,Azimuth,2024-08-26,14:01,81
SU3457,Yakutia,2024-10-07,06:54,97
SU8864,Pobeda,2024-03-28,20:01,317
SU4783,Rossiya,2024-05-03,22:06,85
SU1386,Pobeda,2024-08-17,17:34,256
SU5352,S7 Airlines,2024-11-15,02:08,211
SU5182,Nordavia,2024-12-15,01:06,245
SU2895,Azimuth,2024-04-16,06:13,170
SU7485,Red Wings,2024-01-10,16:45,188
SU2663,UTair,2024-05-24,07:49,271
SU4385,Rossiya,2024-07-02,22:22,347
SU7904,Yakutia,2024-02-08,16:59,345
SU343,Rossiya,2024-12-03,23:55,63
SU9431,Red Wings,2024-11-09,14:41,261
SU9400,Red Wings,2024-10-13,06:28,227
SU8042,Ural Airlines,2024-07-16,10:41,147
SU7738,Nordavia,2024-01-11,23:32,265
SU327,UTair,2024-01-02,19:16,304
SU9423,Pobeda,2024-09-13,12:12,81
SU5597,S7 Airlines,2024-12-26,05:22,122
SU6061,Rossiya,2024-08-19,01:17,145
SU6408,Yakutia,2024-12-26,01:41,72
SU3226,Nordavia,2024-08-11,23:13,51
SU6146,Nordavia,2024-11-25,22:42,165
SU510,Ural Airlines,2024-12-13,10:07,186
SU8344,Pobeda,2024-11-12,15:50,177
SU7205,Nordavia,2024-06-06,21:49,149
SU3071,Rossiya,2024-04-28,02:33,325
SU6643,S7 Airlines,2024-08-01,18:11,147
SU3059,Nordavia,2024-05-25,15:20,135
SU1293,Nordavia,2024-06-03,20:32,200
SU7250,Yakutia,2024-05-16,14:13,238
SU6141,Azimuth,2024-01-14,18:47,207
SU9988,Aeroflot,2024-03-25,03:37,257
SU3437,Rossiya,2024-09-28,16:34,241
SU4565,Azimuth,2024-12-08,16:10,100
SU3911,Rossiya,2024-05-23,20:27,94
SU9430,Pobeda,2024-11-27,21:52,146
SU7722,Pobeda,2024-08-06,11:40,239
SU344,UTair,2024-01-09,15:29,219
SU3923,Nordavia,2024-01-26,18:19,87
SU8395,Ural Airlines,2024-09-14,05:55,134
SU3324,Nordavia,2024-09-10,23:33,272
SU8286,Red Wings,2024-08-08,14:17,81
SU5017,UTair,2024-03-24,00:06,171
SU1980,Azimuth,2024-07-11,19:35,228
SU3669,Azimuth,2024-05-02,19:55,284
SU8394,Aeroflot,2024-08-17,05:58,231
SU7958,Yakutia,2024-02-26,04:46,113
SU1383,S7 Airlines,2024-04-17,15:35,71
SU1623,Red Wings,2024-10-21,04:04,97
SU5167,S7 Airlines,2024-10-26,13:40,273
SU9295,Pobeda,2024-11-19,09:34,60
SU716,Yakutia,2024-06-26,12:07,183
SU1320,S7 Airlines,2024-03-07,22:59,348
SU4191,Yakutia,2024-06-01,20:59,232
SU5581,Nordavia,2024-09-13,14:30,73
SU4615,Azimuth,2024-05-10,22:09,210
SU8930,Pobeda,2024-10-05,10:11,62
SU4131,Rossiya,2024-09-13,07:36,136
SU7811,Red Wings,2024-04-28,21:32,217
SU2357,Azimuth,2024-07-06,10:42,277
SU6988,Aeroflot,2024-06-03,15:28,107
SU1714,Aeroflot,2024-08-21,09:47,73
SU4669,UTair,2024-07-07,13:20,149
SU3762,Nordavia,2024-01-15,05:13,299
