flightNumber,airline,arrivalDate,arrivalTime,passengers
SU614,Yakutia,2024-01-27,22:10,133
SU1035,Aeroflot,2024-12-03,19:00,116
SU2949,UTair,2024-11-11,01:18,156
SU3217,Azimuth,2024-05-28,15:48,244
SU4457,Red Wings,2024-03-16,11:00,151
SU6239,Pobeda,2024-12-19,09:41,345
SU7484,Yakutia,2024-05-06,04:33,254
SU1036,Azimuth,2024-08-22,20:57,64
SU8327,Yakutia,2024-09-25,14:23,226
SU3725,Rossiya,2024-05-06,10:47,309
SU7643,Red Wings,2024-07-12,23:25,141
SU2700,Yakutia,2024-03-10,00:45,238
SU910,Yakutia,2024-07-27,12:43,94
SU1090,Nordavia,2024-11-15,21:19,335
SU9683,Yakutia,2024-04-28,01:15,114
SU2046,Red Wings,2024-05-17,19:24,58
SU7402,Ural Airlines,2024-06-04,00:12,272
SU8610,Aeroflot,2024-06-07,08:33,137
SU2424,Azimuth,2024-05-23,08:29,207
SU8573,Nordavia,2024-09-06,23:53,239
SU7287,Nordavia,2024-01-01,18:23,238
SU6570,Pobeda,2024-03-25,10:56,113
SU8161,Yakutia,2024-04-16,15:35,224
SU3357,Nordavia,2024-12-27,20:03,315
SU7209,Rossiya,2024-01-20,23:26,233
SU649,Yakutia,2024-08-13,21:41,264
SU2544,Aeroflot,2024-09-17,17:43,237
SU2179,Yakutia,2024-03-01,05:13,118
SU1565,Yakutia,2024-01-14,06:29,292
SU3401,Rossiya,2024-08-27,14:11,257
SU6334,Azimuth,2024-11-22,21:22,257
SU175,UTair,2024-01-23,23:28,228
SU5568,Rossiya,2024-10-23,19:23,305
SU6939,Azimuth,2024-05-07,00:36,247
SU4169,Aeroflot,2024-05-17,17:28,107
SU8815,UTair,2024-01-22,15:35,260
SU7547,Rossiya,2024-03-28,23:31,165
SU4561,Ural Airlines,2024-01-22,02:15,334
SU2483,Yakutia,2024-08-06,01:52,92
SU1318,Yakutia,2024-03-15,07:02,65
SU5791,Red Wings,2024-04-11,22:58,132
SU8717,Ural Airlines,2024-11-09,03:11,201
SU5239,Rossiya,2024-10-12,08:33,54
SU8321,Nordavia,2024-12-15,23:33,292
SU1658,Red Wings,2024-09-05,13:28,314
SU5505,Ural Airlines,2024-10-27,10:07,288
SU8090,Rossiya,2024-05-06,12:26,225
SU5795,Red Wings,2024-11-10,01:08,130
SU9569,Pobeda,2024-02-24,03:24,77
SU7771,Aeroflot,2024-10-20,20:36,196
SU9499,Rossiya,2024-03-28,02:45,324
SU8480,S7 Airlines,2024-12-24,17:13,54
SU6813,Red Wings,2024-01-01,05:19,258
SU1596,Red Wings,2024-02-09,00:22,330
SU4642,S7 Airlines,2024-10-14,03:11,114
SU9972,Red Wings,2024-02-27,05:26,116
SU959,Nordavia,2024-07-02,13:51,343
SU1214,Red Wings,2024-02-13,08:27,332
SU3970,Pobeda,2024-10-01,10:54,317
SU727,UTair,2024-06-06,14:58,274
SU9112,Pobeda,2024-03-08,03:33,70
SU5589,UTair,2024-07-10,18:30,74
SU5529,Nordavia,2024-08-07,21:01,145
SU4103,Red Wings,2024-12-25,19:40,176
SU2118,Red Wings,2024-01-19,20:45,94
SU5437,Yakutia,2024-12-26,09:19,50
SU4278,UTair,2024-02-23,10:55,114
SU2515,Red Wings,2024-10-10,23:53,191
SU2579,Pobeda,2024-04-16,01:13,253
SU6747,UTair,2024-06-23,06:32,81
SU1075,Nordavia,2024-05-06,02:50,81
SU6284,Rossiya,2024-06-06,13:42,83
SU1236,Rossiya,2024-03-28,03:41,253
SU582,Pobeda,2024-07-16,12:12,271
SU3272,Yakutia,2024-03-26,14:22,85
SU995,Nordavia,2024-05-21,08:28,337
SU7130,Pobeda,2024-01-09,13:08,311
SU5552,S7 Airlines,2024-11-04,07:24,263
SU2444,S7 Airlines,2024-08-06,11:32,180
SU6461,Aeroflot,2024-08-27,09:54,105
SU1162,S7 Airlines,2024-03-16,21:11,320
SU3362,Aeroflot,2024-07-13,16:06,265
SU5475,Aeroflot,2024-10-20,21:01,268
SU8379,UTair,2024-07-24,15:45,54
SU766,UTair,2024-12-18,09:58,176
SU167,Ural Airlines,2024-03-07,12:25,183
SU862,Azimuth,2024-11-21,16:48,109
SU3112,UTair,2024-01-24,10:03,95
SU6206,Rossiya,2024-05-18,03:51,341
SU6822,Rossiya,2024-02-21,07:58,69
SU7127,Red Wings,2024-03-10,15:13,100
SU1284,Pobeda,2024-11-01,21:12,162
SU5984,UTair,2024-03-09,21:36,133
SU6120,Rossiya,2024-08-10,02:03,136
SU6513,Nordavia,2024-01-21,02:55,260
SU5833,Ural Airlines,2024-01-21,04:11,184
SU393,S7 Airlines,2024-08-27,09:56,146
SU3808,UTair,2024-03-28,19:31,300
SU2346,Aeroflot,2024-11-13,12:07,119
SU6865,Yakutia,2024-07-05,23:20,230
SU5132,UTair,2024-10-16,09:04,310
SU3367,Azimuth,2024-07-23,23:44,186
SU4532,Yakutia,2024-09-20,09:54,329
SU3587,Yakutia,2024-01-06,20:46,312
SU3575,Nordavia,2024-08-19,15:44,301
SU5778,Nordavia,2024-12-13,13:47,130
SU5307,Pobeda,2024-08-03,18:36,115
SU2712,Yakutia,2024-06-13,09:25,336
SU2512,Nordavia,2024-10-18,00:27,310
SU5435,Aeroflot,2024-06-05,14:53,233
SU8880,UTair,2024-04-13,07:10,126
SU8105,Red Wings,2024-05-02,18:00,259
SU1990,Pobeda,2024-08-10,19:12,240
SU896,Ural Airlines,2024-09-17,16:22,129
SU4833,Azimuth,2024-02-24,07:09,181
SU9135,Aeroflot,2024-04-21,07:13,272
SU1198,Aeroflot,2024-09-16,07:45,208
SU2441,Red Wings,2024-04-23,21:54,61
SU3212,Rossiya,2024-01-13,01:45,171
SU9457,Red Wings,2024-07-27,01:28,311
SU7243,Rossiya,2024-01-18,20:06,296
SU9910,UTair,2024-02-24,16:13,256
SU7051,Aeroflot,2024-06-07,19:01,202
SU4849,Nordavia,2024-03-03,20:59,157
SU1015,Yakutia,2024-01-04,10:07,124
SU1393,Pobeda,2024-04-21,13:19,153
SU6522,Ural Airlines,2024-05-27,08:57,94
SU4167,Red Wings,2024-08-08,02:20,105
SU2924,Yakutia,2024-06-13,14:49,127
SU5159,Yakutia,2024-06-11,22:44,199
SU7535,UTair,2024-04-26,01:01,65
SU4826,Red Wings,2024-05-24,02:15,303
SU6804,Yakutia,2024-01-10,02:41,307
SU3456,Rossiya,2024-07-16,04:03,63
SU8725,Nordavia,2024-03-02,14:21,230
SU7577,Red Wings,2024-06-25,20:53,66
SU845,UTair,2024-08-23,06:29,346
SU1286,Azimuth,2024-02-20,09:55,146
SU3857,Ural Airlines,2024-02-04,11:44,67
SU2708,Rossiya,2024-02-04,11:06,112
SU477,Nordavia,2024-03-14,23:36,198
SU1511,Rossiya,2024-08-17,07:15,177
SU9268,Aeroflot,2024-08-28,20:04,211
SU4502,Rossiya,2024-09-03,15:50,274
SU593,UTair,2024-06-14,01:52,243
SU3698,Ural Airlines,2024-08-02,20:27,74
SU3679,Pobeda,2024-11-11,23:44,321
SU8727,Rossiya,2024-04-23,22:42,233
SU6565,Pobeda,2024-09-03,08:03,196
SU9211,UTair,2024-08-11,02:19,259
SU7551,Pobeda,2024-05-09,05:10,84
SU3761,Pobeda,2024-05-09,05:32,110
SU5214,Rossiya,2024-08-10,10:01,112
SU5741,Ural Airlines,2024-12-18,19:37,297
SU8670,Nordavia,2024-05-12,20:07,330
SU5854,Aeroflot,2024-11-01,13:31,301
SU9461,Aeroflot,2024-06-04,03:57,346
SU2280,Pobeda,2024-10-10,13:07,289
SU4989,Rossiya,2024-02-12,07:19,293
SU5924,Pobeda,2024-01-16,05:36,61
SU1370,Yakutia,2024-02-04,04:10,94
SU6676,Rossiya,2024-09-17,09:01,216
SU2748,Azimuth,2024-07-24,13:40,106
SU3617,S7 Airlines,2024-02-01,07:43,294
SU4837,Red Wings,2024-03-26,22:33,153
SU9290,Red Wings,2024-03-13,06:06,312
SU6938,Ural Airlines,2024-04-16,19:00,78
SU9202,Nordavia,2024-04-25,00:36,309
SU5767,Yakutia,2024-12-26,21:06,185
SU1932,Red Wings,2024-07-14,13:46,64
SU3473,Yakutia,2024-12-20,07:26,174
SU8470,Nordavia,2024-09-11,08:52,336
SU4900,S7 Airlines,2024-03-10,21:09,79
SU8950,Ural Airlines,2024-12-16,02:15,193
SU2237,Rossiya,2024-02-02,04:21,131
SU350,UTair,2024-10-24,05:53,345
SU9215,UTair,2024-06-08,04:30,286
SU8139,UTair,2024-09-09,19:57,156
SU2062,Rossiya,2024-08-24,22:10,60
SU6377,S7 Airlines,2024-12-10,17:42,139
SU6139,Pobeda,2024-11-05,10:54,109
SU9956,S7 Airlines,2024-03-01,16:19,342
SU5255,Red Wings,2024-10-15,20:18,291
SU9392,Yakutia,2024-08-08,02:10,292
SU8879,S7 Airlines,2024-03-09,16:57,325
SU5709,Nordavia,2024-01-12,01:10,276
SU8666,Rossiya,2024-09-14,02:36,239
SU5933,Pobeda,2024-05-25,10:44,315
SU9088,Yakutia,2024-07-07,21:44,158
SU7137,S7 Airlines,2024-07-20,21:19,269
SU2716,S7 Airlines,2024-04-19,21:46,315
SU3270,Rossiya,2024-11-13,20:27,228
SU7311,Red Wings,2024-06-02,15:08,191
SU7365,Rossiya,2024-04-22,02:32,92
SU3073,S7 Airlines,2024-01-14,13:43,254
SU7293,S7 Airlines,2024-01-15,08:52,341
SU6683,Aeroflot,2024-08-09,13:42,268
SU5679,Rossiya,2024-07-09,02:14,189
SU6707,Nordavia,2024-06-07,08:06,300
SU763,Rossiya,2024-01-22,23:12,304
SU4503,Red Wings,2024-04-28,10:16,157
SU9459,Nordavia,2024-03-01,11:22,136
SU1025,S7 Airlines,2024-10-26,18:28,339
SU6721,Ural Airlines,2024-02-19,03:40,279
SU349,Pobeda,2024-02-28,06:02,139
SU3389,Aeroflot,2024-02-05,04:08,254
SU5604,Rossiya,2024-06-08,12:45,162
SU8124,Nordavia,2024-04-08,05:57,318
SU2655,S7 Airlines,2024-03-23,19:03,91
SU2939,Red Wings,2024-02-13,02:05,56
SU1774,S7 Airlines,2024-11-23,14:45,295
SU5619,Ural Airlines,2024-10-24,03:23,161
SU2923,Yakutia,2024-06-16,15:39,156
SU5685,Yakutia,2024-05-01,19:07,174
SU349,S7 Airlines,2024-01-14,19:26,192
SU7281,Red Wings,2024-03-22,19:06,58
SU2526,Ural Airlines,2024-07-14,16:46,173
SU5678,S7 Airlines,2024-02-23,01:13,254
SU161,Aeroflot,2024-08-26,09:59,202
SU2182,Azimuth,2024-09-15,22:39,90
SU3098,Azimuth,2024-10-28,15:04,103
SU8155,Ural Airlines,2024-09-22,21:01,154
SU4241,Ural Airlines,2024-02-11,02:59,84
SU8215,Azimuth,2024-09-05,22:22,245
SU600,Nordavia,2024-12-08,22:45,107
SU8723,Aeroflot,2024-09-27,13:03,108
SU8045,UTair,2024-05-24,16:02,347
SU6959,Azimuth,2024-04-18,05:25,314
SU457,Yakutia,2024-12-21,15:56,244
SU9879,Nordavia,2024-11-28,20:58,345
SU9218,Red Wings,2024-04-15,02:03,224
SU3689,Pobeda,2024-06-27,18:08,292
SU6023,Nordavia,2024-03-04,00:44,334
SU7311,Azimuth,2024-09-12,21:07,102
SU7227,Azimuth,2024-06-13,23:47,221
SU2794,Aeroflot,2024-04-08,17:26,276
SU804,Red Wings,2024-10-14,01:41,99
SU5873,Red Wings,2024-01-09,22:19,122
SU1156,Azimuth,2024-01-21,09:52,157
SU597,Aeroflot,2024-05-08,20:57,60
SU9918,Azimuth,2024-08-06,10:25,54
SU9257,Yakutia,2024-05-22,06:34,312
SU6313,Red Wings,2024-11-06,15:31,309
SU9352,Ural Airlines,2024-01-10,07:45,129
SU1084,Yakutia,2024-03-27,06:46,199
SU505,S7 Airlines,2024-11-10,08:43,239
SU5495,Nordavia,2024-04-13,02:42,118
SU7911,UTair,2024-11-16,13:27,112
SU4414,Rossiya,2024-05-01,11:41,209
SU883,Yakutia,2024-07-23,01:57,137
SU4426,Ural Airlines,2024-01-10,23:06,348
SU4097,Red Wings,2024-11-03,22:51,334
SU6103,Ural Airlines,2024-12-25,13:06,248
SU9366,Azimuth,2024-10-28,03:20,250
SU1862,Red Wings,2024-08-15,16:56,224
SU9977,Aeroflot,2024-03-01,23:17,254
SU885,Red Wings,2024-07-24,13:53,114
SU3406,Yakutia,2024-09-17,14:14,234
SU5310,Azimuth,2024-05-23,19:42,292
SU1497,Yakutia,2024-06-21,12:06,94
SU1044,Nordavia,2024-07-01,01:26,223
SU5980,Azimuth,2024-02-09,01:04,82
SU6645,Pobeda,2024-10-02,13:44,135
SU2948,Pobeda,2024-02-05,04:39,330
SU3468,Pobeda,2024-07-13,08:14,287
SU8542,Yakutia,2024-12-14,14:26,217
SU3910,Red Wings,2024-03-19,08:28,97
SU208,UTair,2024-02-19,00:14,120
SU3185,Rossiya,2024-12-24,11:23,143
SU3103,Rossiya,2024-07-22,18:25,325
SU6174,UTair,2024-05-01,15:59,195
SU7895,S7 Airlines,2024-12-14,12:53,176
SU5562,Rossiya,2024-04-22,13:04,224
SU952,Yakutia,2024-12-04,10:53,276
SU7100,Aeroflot,2024-08-27,05:47,214
SU1971,Pobeda,2024-07-23,07:18,323
SU5701,Rossiya,2024-07-18,16:24,321
SU7749,Nordavia,2024-04-08,11:18,52
SU6507,Red Wings,2024-12-08,12:16,106
SU4573,Pobeda,2024-06-13,12:40,277
SU1497,Red Wings,2024-12-21,23:37,209
SU3878,S7 Airlines,2024-10-14,03:46,200
SU3769,Ural Airlines,2024-01-21,06:37,147
SU4618,UTair,2024-09-03,21:43,107
SU3705,UTair,2024-02-05,10:56,108
SU3791,Yakutia,2024-04-13,15:20,200
SU263,Nordavia,2024-03-02,10:53,167
SU6951,S7 Airlines,2024-06-04,08:15,167
SU1032,Ural Airlines,2024-12-23,18:19,336
SU3930,Yakutia,2024-11-08,04:47,173
SU1787,Yakutia,2024-02-17,06:04,111
SU3935,Red Wings,2024-11-10,16:39,131
SU2355,UTair,2024-06-02,15:48,211
SU9899,Aeroflot,2024-06-21,15:53,207
SU3208,Rossiya,2024-11-15,18:05,249
SU1381,Yakutia,2024-04-19,15:48,66
SU4844,Yakutia,2024-09-12,01:39,86
SU511,S7 Airlines,2024-09-11,15:47,321
SU7281,Aeroflot,2024-06-25,01:45,109
SU1945,Yakutia,2024-02-18,03:17,290
SU245,Ural Airlines,2024-05-25,00:56,129
SU1095,Nordavia,2024-03-16,02:56,169
SU2925,Ural Airlines,2024-07-10,04:30,296
SU154,Aeroflot,2024-12-04,02:05,90
SU9403,Red Wings,2024-03-08,23:00,112
SU359,Nordavia,2024-05-17,09:24,212
SU3870,Red Wings,2024-10-03,12:10,276
SU1242,S7 Airlines,2024-01-19,06:20,332
SU2020,S7 Airlines,2024-04-18,21:56,131
SU380,Aeroflot,2024-08-10,21:23,267
SU700,Aeroflot,2024-02-23,11:57,201
SU8173,Yakutia,2024-04-04,01:26,318
SU2689,Azimuth,2024-08-19,14:47,339
SU2624,Ural Airlines,2024-02-16,18:29,150
SU7597,S7 Airlines,2024-12-06,17:41,255
SU6639,Azimuth,2024-06-27,03:52,76
SU6488,Pobeda,2024-09-24,12:07,155
SU4398,Pobeda,2024-07-24,08:26,58
SU4817,Yakutia,2024-05-18,04:42,92
SU8653,Nordavia,2024-04-08,17:47,105
SU4936,Pobeda,2024-07-06,17:01,247
SU1726,Rossiya,2024-06-28,18:26,104
SU6517,UTair,2024-05-24,08:50,137
SU7308,Aeroflot,2024-02-20,13:51,232
SU2279,Rossiya,2024-10-23,02:27,229
SU5968,Yakutia,2024-05-25,09:16,314
SU717,S7 Airlines,2024-03-21,19:24,98
SU1258,Pobeda,2024-04-09,18:42,333
SU9968,UTair,2024-09-02,21:56,240
SU4528,Nordavia,2024-01-28,17:02,263
SU5273,Yakutia,2024-05-02,17:02,122
SU2493,Nordavia,2024-11-23,00:41,309
SU1935,UTair,2024-11-21,23:06,200
SU4735,Rossiya,2024-03-15,19:52,144
SU913,Aeroflot,2024-11-05,16:53,247
SU4890,UTair,2024-10-18,23:24,146
SU3098,Red Wings,2024-07-14,15:40,293
SU1759,Pobeda,2024-11-15,19:04,159
SU4058,S7 Airlines,2024-09-27,09:49,196
SU8464,Azimuth,2024-02-17,19:37,216
SU8926,Ural Airlines,2024-11-10,13:15,77
SU738,UTair,2024-03-27,12:50,87
SU9993,UTair,2024-08-28,10:44,212
SU3285,Pobeda,2024-05-15,02:31,175
SU905,Azimuth,2024-03-22,09:57,117
SU2850,Pobeda,2024-03-04,07:40,217
SU2212,Rossiya,2024-11-06,15:31,300
SU4108,Nordavia,2024-02-02,21:10,260
SU9601,Azimuth,2024-01-04,21:15,66
SU7030,S7 Airlines,2024-12-15,08:30,169
SU6611,Yakutia,2024-09-02,18:40,68
SU4758,UTair,2024-06-02,17:00,56
SU3491,Azimuth,2024-11-16,21:45,82
SU4486,Azimuth,2024-03-08,11:06,258
SU9812,S7 Airlines,2024-08-25,09:14,214
SU6212,Aeroflot,2024-12-01,04:39,217
SU7948,Ural Airlines,2024-02-09,03:25,317
SU1155,Nordavia,2024-08-14,16:08,336
SU7568,Nordavia,2024-06-22,20:56,342
SU3224,S7 Airlines,2024-08-20,17:37,165
SU2500,Rossiya,2024-09-21,05:49,133
SU5780,Pobeda,2024-02-21,03:56,63
SU1937,Ural Airlines,2024-05-06,04:22,51
SU4251,Nordavia,2024-09-05,06:10,57
SU4798,Rossiya,2024-02-15,03:07,325
SU1948,Pobeda,2024-09-10,14:38,334
SU4019,S7 Airlines,2024-08-27,12:58,105
SU4996,Pobeda,2024-06-28,18:12,274
SU4744,Red Wings,2024-12-17,18:35,131
SU3938,Rossiya,2024-01-06,11:03,77
SU2455,UTair,2024-10-04,23:20,123
SU8575,Azimuth,2024-06-27,16:40,57
SU8065,Red Wings,2024-09-19,06:26,85
SU1018,Pobeda,2024-09-05,18:09,251
SU2998,S7 Airlines,2024-06-20,01:12,79
SU9764,Pobeda,2024-07-11,09:24,253
SU3477,Aeroflot,2024-01-09,17:40,234
SU5187,Aeroflot,2024-08-20,11:25,332
SU9761,S7 Airlines,2024-02-26,17:22,220
SU6533,Ural Airlines,2024-03-02,16:51,155
SU299,Ural Airlines,2024-07-26,14:40,114
SU7082,Pobeda,2024-04-19,21:28,84
SU1948,Ural Airlines,2024-10-08,20:57,297
SU982,Ural Airlines,2024-12-27,02:01,258
SU3677,Ural Airlines,2024-06-10,02:38,265
SU2066,Aeroflot,2024-04-15,10:23,305
SU1969,Azimuth,2024-04-24,13:52,331
SU6828,Pobeda,2024-04-25,15:22,289
SU9955,Rossiya,2024-06-07,23:39,245
SU3187,Ural Airlines,2024-10-10,21:16,245
SU1123,UTair,2024-09-09,03:55,218
SU4242,Nordavia,2024-06-25,13:50,251
SU4992,Rossiya,2024-11-09,00:46,211
SU7922,Red Wings,2024-11-06,17:09,183
SU5026,Yakutia,2024-06-07,06:33,331
SU7227,Pobeda,2024-08-24,12:11,83
SU3102,Yakutia,2024-09-02,09:07,301
SU6679,UTair,2024-11-18,04:47,121
SU5450,Pobeda,2024-08-18,16:51,122
SU7365,Rossiya,2024-05-26,08:24,221
SU1234,Pobeda,2024-05-05,18:05,305
SU9784,Red Wings,2024-06-04,13:25,310
SU9207,Nordavia,2024-12-03,09:30,129
SU6219,S7 Airlines,2024-09-17,16:23,166
SU6021,Pobeda,2024-07-12,08:35,71
SU8529,Red Wings,2024-07-14,17:06,289
SU4140,Rossiya,2024-10-19,02:25,121
SU3167,Rossiya,2024-10-25,01:11,293
SU2582,Red Wings,2024-11-07,02:48,139
SU207,Azimuth,2024-06-26,18:56,70
SU4833,Yakutia,2024-03-11,09:34,134
SU5292,Ural Airlines,2024-04-04,23:10,201
SU4910,Pobeda,2024-07-21,23:51,96
SU5886,Rossiya,2024-11-11,23:09,80
SU2053,Aeroflot,2024-08-25,22:26,74
SU4754,Red Wings,2024-06-27,09:12,265
SU3335,Red Wings,2024-04-16,10:54,53
SU9615,Aeroflot,2024-09-07,11:33,97
SU6002,S7 Airlines,2024-12-01,19:17,55
SU8985,Yakutia,2024-07-01,21:23,127
SU134,Rossiya,2024-05-28,00:58,86
SU2762,Yakutia,2024-09-11,19:50,252
SU5687,Yakutia,2024-07-06,21:41,202
SU9079,UTair,2024-06-25,06:59,278
SU9719,Red Wings,2024-12-23,03:50,235
SU3693,Pobeda,2024-06-17,14:17,115
SU8179,UTair,2024-10-11,21:20,173
SU3130,Nordavia,2024-11-21,20:24,216
SU8822,Red Wings,2024-03-06,02:40,244
SU9500,Yakutia,2024-10-17,19:37,64
SU7118,Nordavia,2024-04-03,19:23,152
SU7606,Azimuth,2024-06-27,08:04,248
SU1522,Ural Airlines,2024-04-08,18:11,184
SU9458,S7 Airlines,2024-02-11,01:48,212
SU8966,Pobeda,2024-05-02,19:29,136
SU8764,Yakutia,2024-01-06,10:13,343
SU8147,UTair,2024-04-25,09:59,86
SU3321,S7 Airlines,2024-06-05,09:29,189
SU5989,Aeroflot,2024-09-11,16:40,171
SU9563,Azimuth,2024-06-01,12:09,254
SU4356,Aeroflot,2024-04-18,16:47,337
SU4054,Pobeda,2024-04-18,04:52,247
SU6610,Rossiya,2024-05-02,03:06,281
SU7714,Pobeda,2024-01-13,10:24,162
SU7257,Nordavia,2024-08-06,11:22,284
SU4871,Yakutia,2024-03-16,17:49,330
SU5789,Azimuth,2024-07-13,06:01,183
SU8039,UTair,2024-05-01,14:01,334
SU5867,Red Wings,2024-03-10,12:36,329
SU2636,Yakutia,2024-06-20,15:48,288
SU5314,S7 Airlines,2024-09-04,00:48,322
SU8539,Rossiya,2024-05-26,09:36,145
SU9828,Rossiya,2024-09-16,07:03,268
SU7874,Red Wings,2024-08-05,17:12,285
SU7944,Rossiya,2024-07-08,02:59,198
SU6756,Azimuth,2024-06-19,20:55,298
SU980,Nordavia,2024-01-16,11:54,299
SU7810,Aeroflot,2024-07-12,03:33,228
SU9920,Ural Airlines,2024-03-25,22:35,307
SU2443,Aeroflot,2024-07-06,11:32,84
SU1821,Pobeda,2024-04-22,03:15,306
SU2441,Yakutia,2024-02-20,10:42,325
SU5875,Aeroflot,2024-02-13,11:15,220
SU445,Nordavia,2024-08-06,14:25,237
SU6826,Red Wings,2024-04-11,21:33,350
