flightNumber,airline,arrivalDate,arrivalTime,passengers
SU1585,UTair,2024-07-27,23:38,272
SU8206,Ural Airlines,2024-11-14,18:15,285
SU1232,Rossiya,2024-05-21,13:03,98
SU7125,Yakutia,2024-02-12,00:50,300
SU8779,Rossiya,2024-10-16,23:54,269
SU6925,Red Wings,2024-10-10,03:43,268
SU1233,UTair,2024-04-18,20:32,290
SU4673,Nordavia,2024-12-28,08:26,119
SU8588,Ural Airlines,2024-12-04,04:30,86
SU6657,Red Wings,2024-08-11,21:25,146
SU825,Yakutia,2024-08-10,19:18,229
SU7928,Pobeda,2024-06-17,13:35,348
SU7877,Azimuth,2024-03-20,21:38,204
SU9471,UTair,2024-11-16,16:24,52
SU7927,Azimuth,2024-01-10,12:23,175
SU9866,Yakutia,2024-06-09,22:04,283
SU3646,S7 Airlines,2024-06-27,10:50,186
SU4129,UTair,2024-03-07,00:12,150
SU7394,S7 Airlines,2024-09-26,08:11,285
SU7276,Ural Airlines,2024-07-06,16:09,182
SU8629,Nordavia,2024-10-07,11:55,200
SU5047,Pobeda,2024-06-18,00:08,119
SU2762,S7 Airlines,2024-10-26,08:55,71
SU8923,Red Wings,2024-10-15,07:52,254
SU1532,Rossiya,2024-04-06,08:15,212
SU9698,Yakutia,2024-09-16,04:01,267
SU5963,S7 Airlines,2024-03-26,01:56,272
SU9531,UTair,2024-07-21,01:51,250
SU5333,Red Wings,2024-05-13,14:32,177
SU5984,Azimuth,2024-02-23,19:45,245
SU306,Azimuth,2024-04-16,23:53,61
SU2698,UTair,2024-08-15,15:03,277
SU8705,Azimuth,2024-01-04,05:51,289
SU4460,Ural Airlines,2024-12-12,06:27,145
SU5941,S7 Airlines,2024-03-10,06:40,94
SU5653,Azimuth,2024-09-02,11:34,90
SU7757,Pobeda,2024-06-22,14:47,284
SU384,Red Wings,2024-03-01,10:15,329
SU7071,Azimuth,2024-04-18,10:10,77
SU5364,Ural Airlines,2024-09-03,17:51,90
SU8571,Pobeda,2024-12-15,16:17,73
SU2846,Aeroflot,2024-05-04,23:09,287
SU2687,Rossiya,2024-05-21,13:53,79
SU4175,Azimuth,2024-04-12,06:40,346
SU3852,S7 Airlines,2024-05-10,10:37,79
SU9328,Ural Airlines,2024-04-22,22:25,147
SU6523,Rossiya,2024-10-16,11:06,306
SU7615,Red Wings,2024-11-09,22:52,166
SU9885,Aeroflot,2024-01-20,10:35,244
SU2963,Ural Airlines,2024-01-10,18:41,209
SU5760,S7 Airlines,2024-01-10,14:13,121
SU5057,UTair,2024-04-03,19:35,138
SU1573,Red Wings,2024-06-09,13:33,129
SU5139,UTair,2024-08-21,16:46,257
SU4148,Ural Airlines,2024-09-19,10:55,119
SU1454,Aeroflot,2024-09-06,10:17,194
SU3330,Azimuth,2024-11-22,06:14,344
SU1777,S7 Airlines,2024-01-26,11:37,179
SU2419,Ural Airlines,2024-02-05,07:47,237
SU7363,S7 Airlines,2024-02-12,21:35,278
SU9774,Rossiya,2024-01-21,13:05,211
SU3915,Aeroflot,2024-05-18,20:34,138
SU9908,Nordavia,2024-06-26,03:30,311
SU6099,Pobeda,2024-12-10,06:51,57
SU9823,Nordavia,2024-05-18,01:20,109
SU4589,Nordavia,2024-09-18,22:39,185
SU6789,Nordavia,2024-02-17,17:09,306
SU1061,Aeroflot,2024-01-23,20:14,286
SU8178,Pobeda,2024-07-18,23:11,99
SU2779,Rossiya,2024-04-13,15:20,302
SU9282,Nordavia,2024-05-18,17:20,200
SU1997,Azimuth,2024-02-26,13:43,143
SU6295,Azimuth,2024-07-12,03:03,80
SU3664,Pobeda,2024-06-12,12:46,93
SU1001,Azimuth,2024-05-23,02:44,248
SU3019,Azimuth,2024-06-02,20:44,232
SU9057,Ural Airlines,2024-06-17,23:08,220
SU3943,Red Wings,2024-04-07,01:06,116
SU9534,Yakutia,2024-06-11,01:48,68
SU6660,Nordavia,2024-07-25,10:58,108
SU9550,Rossiya,2024-06-18,20:14,59
SU1294,S7 Airlines,2024-07-19,03:47,196
SU8585,Rossiya,2024-01-16,17:06,127
SU5897,S7 Airlines,2024-07-16,15:19,124
SU1219,UTair,2024-09-27,17:13,319
SU2012,Red Wings,2024-12-26,07:09,240
SU865,Yakutia,2024-02-04,11:57,86
SU5396,UTair,2024-11-17,22:06,190
SU1685,UTair,2024-09-12,16:31,258
SU7185,UTair,2024-09-23,03:25,116
SU8088,S7 Airlines,2024-12-03,09:03,159
SU5015,Pobeda,2024-08-14,22:23,100
SU237,Aeroflot,2024-05-10,00:00,254
SU8947,Nordavia,2024-09-06,21:04,122
SU2924,S7 Airlines,2024-09-23,19:32,317
SU6790,Nordavia,2024-09-02,02:52,212
SU231,Ural Airlines,2024-10-01,17:12,76
SU2255,Ural Airlines,2024-06-23,19:02,276
SU1092,Yakutia,2024-02-14,21:54,140
SU386,Nordavia,2024-07-05,12:25,168
SU443,Red Wings,2024-11-17,04:34,93
SU4555,S7 Airlines,2024-08-19,03:18,186
SU5639,Nordavia,2024-01-17,06:53,334
SU1808,Rossiya,2024-10-13,21:56,343
SU4390,Aeroflot,2024-06-18,03:33,242
SU1596,Ural Airlines,2024-06-09,00:16,120
SU654,Azimuth,2024-12-12,22:24,51
SU2583,UTair,2024-09-15,09:54,148
SU6686,S7 Airlines,2024-06-15,13:04,182
SU5008,Azimuth,2024-05-26,14:54,220
SU9314,Yakutia,2024-12-12,12:37,210
SU8832,Red Wings,2024-05-18,10:32,118
SU1149,Azimuth,2024-01-28,23:55,79
SU1015,Yakutia,2024-02-10,18:27,63
SU7868,Aeroflot,2024-01-19,23:49,230
SU7940,UTair,2024-05-24,08:42,240
SU8633,UTair,2024-10-14,07:50,119
SU6131,Aeroflot,2024-02-11,20:38,138
SU1753,Rossiya,2024-07-20,10:36,245
SU2593,S7 Airlines,2024-10-03,18:12,109
SU4506,Red Wings,2024-09-19,15:14,349
SU2737,Red Wings,2024-04-03,04:49,320
SU9187,Pobeda,2024-01-14,18:41,85
SU1322,Nordavia,2024-09-17,17:24,182
SU6764,Rossiya,2024-05-17,19:54,187
SU3227,Pobeda,2024-01-08,06:04,224
SU9260,Nordavia,2024-12-27,04:05,254
SU6007,Ural Airlines,2024-05-19,18:16,118
SU7465,Rossiya,2024-01-20,23:46,208
SU2096,Azimuth,2024-04-14,16:23,279
SU5045,Pobeda,2024-04-01,08:34,345
SU835,S7 Airlines,2024-01-21,00:58,70
SU9019,Aeroflot,2024-01-06,14:12,290
SU2599,UTair,2024-06-02,00:20,315
SU9651,Pobeda,2024-02-26,03:57,240
SU5544,Red Wings,2024-03-02,06:23,268
SU9323,Ural Airlines,2024-07-17,19:34,50
SU3197,Ural Airlines,2024-04-14,12:21,167
SU8770,Red Wings,2024-04-12,14:35,333
SU6830,Yakutia,2024-01-14,06:19,213
SU4081,S7 Airlines,2024-04-08,16:22,208
SU7316,Aeroflot,2024-07-02,06:24,134
SU5195,Ural Airlines,2024-11-09,22:58,106
SU2915,Ural Airlines,2024-11-17,20:26,81
SU951,Rossiya,2024-05-15,14:31,87
SU4132,Yakutia,2024-08-16,15:44,297
SU129,Nordavia,2024-10-10,21:01,335
SU6957,Yakutia,2024-07-28,00:50,129
SU7108,Yakutia,2024-06-19,21:08,263
SU9684,Red Wings,2024-01-11,01:28,314
SU8235,Azimuth,2024-09-15,14:36,91
SU5761,Pobeda,2024-12-13,20:01,286
SU8269,S7 Airlines,2024-01-18,02:13,86
SU8365,Azimuth,2024-10-27,20:10,260
SU8459,S7 Airlines,2024-06-26,03:36,348
SU3091,Rossiya,2024-11-09,11:33,224
SU9713,Red Wings,2024-10-23,09:36,263
SU2107,Azimuth,2024-06-18,20:15,220
SU9797,Ural Airlines,2024-01-18,12:48,113
SU6390,Rossiya,2024-01-01,07:44,82
SU8842,Nordavia,2024-06-15,09:47,317
SU4127,Ural Airlines,2024-12-17,23:30,98
SU9494,Azimuth,2024-08-06,07:03,109
SU2531,Aeroflot,2024-11-19,22:25,310
SU8936,Ural Airlines,2024-10-28,15:08,266
SU4572,Rossiya,2024-05-22,04:16,79
SU285,Red Wings,2024-07-12,03:27,216
SU9178,Azimuth,2024-02-15,14:48,314
SU2257,Rossiya,2024-04-05,16:06,178
SU6537,Aeroflot,2024-02-19,09:27,218
SU4763,Aeroflot,2024-06-16,17:06,320
SU8203,Nordavia,2024-07-12,11:52,218
SU4548,Aeroflot,2024-06-23,04:51,175
SU2722,Azimuth,2024-04-20,03:25,103
SU1233,Red Wings,2024-01-14,16:31,88
SU4554,Rossiya,2024-04-08,04:32,287
SU840,Pobeda,2024-08-03,05:57,338
SU8044,Aeroflot,2024-10-19,02:00,132
SU1555,S7 Airlines,2024-02-19,11:28,180
SU1430,Ural Airlines,2024-11-27,17:40,75
SU4364,Ural Airlines,2024-03-21,18:33,125
SU8953,Nordavia,2024-09-20,04:44,130
SU9547,Nordavia,2024-07-10,13:35,84
SU5164,Azimuth,2024-08-13,03:42,321
SU1097,Nordavia,2024-04-14,23:11,333
SU9307,Azimuth,2024-03-25,07:19,264
SU5370,S7 Airlines,2024-05-11,20:33,292
SU8856,Azimuth,2024-07-07,14:07,325
SU7636,Rossiya,2024-04-28,04:04,245
SU2769,Red Wings,2024-10-16,04:49,261
SU8891,Azimuth,2024-10-09,15:37,186
SU4497,Yakutia,2024-12-02,19:52,216
SU9719,Pobeda,2024-03-09,10:15,247
SU2438,Yakutia,2024-04-26,06:52,64
SU2263,Azimuth,2024-07-05,05:37,158
SU4421,Nordavia,2024-03-10,16:02,192
SU1886,Rossiya,2024-05-27,15:30,143
SU2337,Ural Airlines,2024-03-04,08:53,260
SU8628,Nordavia,2024-02-21,07:45,214
SU8824,Red Wings,2024-03-27,20:14,86
SU286,Yakutia,2024-06-24,13:00,96
SU5867,Pobeda,2024-12-02,05:31,213
SU6475,Nordavia,2024-12-24,16:27,84
SU9769,S7 Airlines,2024-05-02,23:25,350
SU1097,Nordavia,2024-09-21,10:46,256
SU4788,S7 Airlines,2024-06-11,13:15,137
SU459,Azimuth,2024-07-17,12:44,260
SU3856,Aeroflot,2024-04-28,18:11,71
SU155,Nordavia,2024-09-06,11:52,177
SU5753,S7 Airlines,2024-02-19,15:04,226
SU8705,UTair,2024-04-04,04:53,331
SU3714,Ural Airlines,2024-01-14,05:24,93
SU8485,Red Wings,2024-07-08,09:54,250
SU9286,Nordavia,2024-05-24,12:14,136
SU4351,Red Wings,2024-07-11,03:20,319
SU9701,UTair,2024-07-06,08:58,75
SU2458,Ural Airlines,2024-02-04,19:37,337
SU5543,Yakutia,2024-09-13,11:54,273
SU2633,Aeroflot,2024-12-16,17:40,245
SU3391,Yakutia,2024-06-01,06:08,236
SU8108,S7 Airlines,2024-12-09,07:25,241
SU5645,Rossiya,2024-04-09,05:31,322
SU5094,UTair,2024-03-28,10:56,268
SU6601,UTair,2024-04-11,11:10,236
SU7283,Rossiya,2024-09-01,10:09,256
SU7706,Nordavia,2024-09-01,18:57,343
SU9232,Ural Airlines,2024-01-09,10:25,208
SU8041,Azimuth,2024-09-17,07:02,240
SU8538,S7 Airlines,2024-03-19,20:24,332
SU5678,UTair,2024-05-19,10:50,130
SU2848,Ural Airlines,2024-05-28,23:57,340
SU8290,Rossiya,2024-12-26,10:18,74
SU3423,Ural Airlines,2024-11-24,04:04,244
SU1193,Nordavia,2024-05-02,19:29,108
SU7766,UTair,2024-10-27,13:29,142
SU3672,Red Wings,2024-07-06,04:24,299
SU8241,Azimuth,2024-04-10,22:19,79
SU8139,UTair,2024-09-13,22:28,175
SU6632,UTair,2024-02-02,10:26,85
SU499,Pobeda,2024-07-17,20:57,215
SU1044,Ural Airlines,2024-03-09,04:13,165
SU7822,Red Wings,2024-03-06,08:36,178
SU9297,Red Wings,2024-07-13,11:54,173
SU8162,UTair,2024-11-06,15:18,203
SU9950,S7 Airlines,2024-10-28,19:18,189
SU2431,Red Wings,2024-06-13,13:07,256
SU4024,Red Wings,2024-10-15,13:21,160
SU9555,Red Wings,2024-10-06,18:58,283
SU2541,Red Wings,2024-10-16,20:26,70
SU5903,Red Wings,2024-04-10,08:19,281
SU4352,Pobeda,2024-11-22,13:42,76
SU8285,Pobeda,2024-10-25,18:14,50
SU1402,Azimuth,2024-05-25,19:39,243
SU2926,Pobeda,2024-11-20,04:32,176
SU6525,S7 Airlines,2024-12-18,23:28,65
SU9314,UTair,2024-06-19,17:21,86
SU523,Azimuth,2024-10-09,15:30,237
SU5039,Azimuth,2024-10-21,23:06,119
SU7282,Azimuth,2024-09-13,15:00,99
SU6954,Nordavia,2024-09-26,23:33,277
SU5019,UTair,2024-11-28,02:11,212
SU7735,S7 Airlines,2024-07-17,22:55,223
SU8600,Ural Airlines,2024-04-25,02:21,139
SU6472,Aeroflot,2024-11-10,19:33,138
SU6670,Azimuth,2024-10-03,06:36,230
SU6445,Ural Airlines,2024-02-14,09:19,167
SU1131,S7 Airlines,2024-11-18,23:01,299
SU9197,Red Wings,2024-05-27,14:34,290
SU5838,Red Wings,2024-09-03,17:40,291
SU4477,Ural Airlines,2024-06-01,21:11,322
SU3208,Ural Airlines,2024-07-05,20:45,185
SU7089,Red Wings,2024-05-02,04:56,170
SU8276,Yakutia,2024-10-28,03:19,279
SU5666,Azimuth,2024-10-11,13:26,65
SU5307,Nordavia,2024-07-05,10:14,74
SU9469,Pobeda,2024-04-25,12:07,245
SU3670,Rossiya,2024-01-11,04:24,287
SU8233,Azimuth,2024-08-13,14:54,277
SU3424,Yakutia,2024-09-05,01:21,281
SU9646,Red Wings,2024-08-12,21:41,271
SU997,Red Wings,2024-01-15,23:04,206
SU5556,Yakutia,2024-04-11,15:23,277
SU3801,Nordavia,2024-01-16,09:14,203
SU5859,Ural Airlines,2024-03-08,02:32,199
SU4369,S7 Airlines,2024-07-09,21:27,158
SU6346,Aeroflot,2024-11-23,00:45,51
SU3030,Pobeda,2024-08-03,12:32,292
SU8618,Aeroflot,2024-06-14,00:01,298
SU4968,Yakutia,2024-05-14,23:26,188
SU826,Pobeda,2024-01-14,04:39,128
SU8700,Nordavia,2024-09-21,05:23,305
SU4619,Nordavia,2024-07-20,22:30,124
SU6312,Rossiya,2024-10-22,13:04,131
SU7374,Red Wings,2024-04-10,01:06,190
SU3596,Pobeda,2024-05-12,11:03,271
SU3745,Pobeda,2024-05-03,06:12,194
SU7512,Azimuth,2024-10-22,18:08,126
SU8626,Aeroflot,2024-12-06,11:21,69
SU6351,Nordavia,2024-03-17,22:13,268
SU6172,Yakutia,2024-01-11,19:42,213
SU3262,Rossiya,2024-05-28,19:27,346
SU9887,S7 Airlines,2024-11-18,11:15,156
SU2879,Ural Airlines,2024-04-18,19:29,177
SU5817,Azimuth,2024-08-15,06:37,273
SU3536,S7 Airlines,2024-08-04,10:53,194
SU8073,Aeroflot,2024-09-28,02:45,139
SU1503,Aeroflot,2024-01-11,12:06,322
SU5531,Nordavia,2024-12-18,14:57,179
SU2659,Nordavia,2024-07-05,14:17,84
SU8004,Ural Airlines,2024-09-08,16:50,160
SU9146,UTair,2024-01-21,08:21,68
SU5765,Ural Airlines,2024-01-22,08:40,292
SU2936,Aeroflot,2024-09-23,05:20,223
SU8756,UTair,2024-07-12,17:59,328
SU2753,Yakutia,2024-01-08,00:52,284
SU6261,Yakutia,2024-09-21,15:21,332
SU3134,Pobeda,2024-10-03,14:44,253
SU7702,Yakutia,2024-10-17,02:10,84
SU7296,Red Wings,2024-06-28,19:17,115
SU2044,Red Wings,2024-07-15,01:07,156
SU9300,UTair,2024-01-04,17:42,65
SU8448,Nordavia,2024-09-16,23:47,64
SU2521,Red Wings,2024-03-02,09:46,123
SU9931,Pobeda,2024-06-18,22:17,90
SU9368,Pobeda,2024-09-12,11:28,347
SU7073,Azimuth,2024-12-08,15:17,251
SU8521,Aeroflot,2024-04-12,13:58,153
SU782,Pobeda,2024-09-04,07:09,213
SU2932,Red Wings,2024-12-19,19:14,126
SU8588,Pobeda,2024-09-20,14:50,175
SU3866,UTair,2024-06-02,18:45,301
SU5277,Red Wings,2024-02-22,03:52,163
SU7489,Pobeda,2024-06-23,19:01,195
SU5702,Nordavia,2024-11-13,03:45,108
SU6390,S7 Airlines,2024-01-20,01:32,58
SU8512,Red Wings,2024-01-23,23:25,225
SU3178,Yakutia,2024-06-26,11:13,247
SU644,Yakutia,2024-12-28,13:23,245
SU5544,Aeroflot,2024-02-10,23:23,201
SU7797,Aeroflot,2024-07-25,00:30,281
SU3589,Ural Airlines,2024-06-11,22:41,349
SU6907,Aeroflot,2024-03-02,06:21,293
SU1558,Azimuth,2024-12-09,11:10,176
SU1330,S7 Airlines,2024-12-24,20:55,140
SU8616,Azimuth,2024-12-16,12:52,143
SU6162,Red Wings,2024-10-05,00:52,228
SU6104,Nordavia,2024-09-24,01:06,258
SU2640,UTair,2024-03-16,09:11,88
SU4253,Aeroflot,2024-11-26,09:37,308
SU3680,Ural Airlines,2024-03-16,13:32,343
SU2056,Rossiya,2024-11-12,23:48,161
SU7873,Ural Airlines,2024-02-08,07:31,204
SU9356,Aeroflot,2024-05-19,08:55,345
SU6252,Yakutia,2024-09-13,04:12,350
SU1759,Rossiya,2024-05-12,01:57,169
SU3408,Red Wings,2024-09-07,18:37,172
SU1710,S7 Airlines,2024-10-22,15:27,336
SU6398,Yakutia,2024-05-28,23:34,209
SU6335,Aeroflot,2024-12-10,00:15,205
SU5383,S7 Airlines,2024-11-23,03:57,76
SU4012,Nordavia,2024-03-16,08:01,70
SU5695,Pobeda,2024-07-12,19:51,78
SU780,Yakutia,2024-08-10,22:38,151
SU2345,Red Wings,2024-03-09,07:52,170
SU5434,Yakutia,2024-03-13,21:56,190
SU5672,Pobeda,2024-07-04,07:03,250
SU6641,Aeroflot,2024-05-14,00:42,214
SU5561,UTair,2024-10-26,09:11,144
SU4737,Ural Airlines,2024-11-20,07:52,91
SU7920,UTair,2024-08-20,22:46,266
SU7532,S7 Airlines,2024-10-25,17:21,62
SU3634,Nordavia,2024-03-25,19:02,163
SU4498,Ural Airlines,2024-10-25,16:28,316
SU5597,Red Wings,2024-12-04,19:51,284
SU2739,Aeroflot,2024-07-06,06:25,262
SU3920,Azimuth,2024-03-01,10:43,196
SU6172,Ural Airlines,2024-08-12,22:10,89
SU2022,Nordavia,2024-11-26,15:09,182
SU9816,Yakutia,2024-03-28,06:32,280
SU3794,Red Wings,2024-10-02,19:36,281
SU8093,Azimuth,2024-06-09,23:57,120
SU9596,Azimuth,2024-03-28,04:42,323
SU7595,Red Wings,2024-02-22,13:54,295
SU2295,Azimuth,2024-07-21,05:14,125
SU1351,Rossiya,2024-01-04,23:10,283
SU6664,Yakutia,2024-06-10,10:04,163
SU4871,Pobeda,2024-04-27,18:08,187
SU7047,Red Wings,2024-07-14,22:03,114
SU2868,Aeroflot,2024-12-04,20:37,184
SU9572,Ural Airlines,2024-04-24,02:39,159
SU8624,Ural Airlines,2024-12-12,20:04,277
SU6716,Rossiya,2024-03-26,09:25,77
SU6114,Azimuth,2024-01-08,04:10,117
SU406,S7 Airlines,2024-12-26,07:58,177
SU9918,Nordavia,2024-02-23,10:02,154
SU2095,Rossiya,2024-11-03,02:24,125
SU3238,Nordavia,2024-05-03,02:42,244
SU3724,Nordavia,2024-10-06,07:05,74
SU2001,Azimuth,2024-02-16,02:25,254
SU728,Pobeda,2024-03-17,23:03,306
SU952,Aeroflot,2024-07-09,21:16,297
SU7591,Yakutia,2024-10-13,02:21,262
SU9741,Azimuth,2024-02-16,19:14,203
SU2704,Azimuth,2024-03-25,16:28,341
SU2437,Pobeda,2024-08-13,00:01,280
SU2299,Azimuth,2024-03-19,22:49,308
SU8151,Red Wings,2024-04-07,16:04,231
SU4729,S7 Airlines,2024-01-02,03:08,70
SU7070,Aeroflot,2024-10-11,06:31,116
SU6709,UTair,2024-06-28,08:27,124
SU3021,Yakutia,2024-10-22,23:52,219
SU8420,S7 Airlines,2024-06-26,21:09,252
SU9485,UTair,2024-12-11,15:55,96
SU8436,Nordavia,2024-07-24,06:15,199
SU4102,Yakutia,2024-03-07,06:54,115
SU6267,Pobeda,2024-12-28,13:46,296
SU5595,Red Wings,2024-11-14,17:42,92
SU774,Pobeda,2024-07-28,09:08,96
SU451,Nordavia,2024-08-09,14:22,96
SU7609,Ural Airlines,2024-08-26,16:32,256
SU6920,Aeroflot,2024-01-27,22:17,230
SU1025,Rossiya,2024-02-19,01:13,348
SU5330,Azimuth,2024-10-12,03:26,276
SU7965,Yakutia,2024-08-18,20:31,68
SU6381,UTair,2024-06-25,14:44,62
SU3065,Azimuth,2024-12-15,03:32,138
SU8192,S7 Airlines,2024-02-23,07:49,56
SU1794,Pobeda,2024-10-21,13:49,243
SU1036,Ural Airlines,2024-03-24,01:00,119
SU1171,Yakutia,2024-02-10,10:14,69
SU9450,Red Wings,2024-02-18,00:56,173
SU3211,Azimuth,2024-03-19,02:15,111
SU3040,Rossiya,2024-08-28,08:33,193
SU1945,Yakutia,2024-01-10,15:01,90
SU6374,Red Wings,2024-07-15,20:24,286
SU5006,Red Wings,2024-04-19,17:43,217
SU9663,Ural Airlines,2024-06-11,13:08,251
SU8878,UTair,2024-01-24,12:35,324
SU1274,Rossiya,2024-06-10,01:01,171
SU2366,Nordavia,2024-06-07,13:24,184
SU9397,Nordavia,2024-01-27,07:48,162
SU3975,Azimuth,2024-01-20,05:42,159
SU8710,Ural Airlines,2024-02-03,07:46,264
SU5647,Azimuth,2024-03-16,14:36,241
SU5617,UTair,2024-05-08,12:37,214
SU4167,Azimuth,2024-05-08,06:11,341
SU6123,UTair,2024-05-05,17:53,83
SU1775,Nordavia,2024-08-28,07:51,93
SU9332,Ural Airlines,2024-10-20,12:31,205
SU8930,Rossiya,2024-01-15,11:44,97
SU7361,UTair,2024-10-08,16:55,261
SU6328,Rossiya,2024-05-05,00:06,121
SU7393,Red Wings,2024-01-18,03:25,100
SU6308,S7 Airlines,2024-07-12,00:03,95
SU1189,S7 Airlines,2024-06-24,04:49,242
SU7126,UTair,2024-08-01,07:39,214
SU8396,Ural Airlines,2024-01-28,06:58,204
SU8018,Ural Airlines,2024-04-19,20:35,74
SU3369,S7 Airlines,2024-07-28,21:19,63
SU749,Rossiya,2024-05-27,19:35,56
SU643,Nordavia,2024-05-17,05:34,288
SU9602,Nordavia,2024-12-10,14:39,136
SU5128,Red Wings,2024-05-10,16:04,280
SU9496,Nordavia,2024-09-01,03:59,249
SU2864,Nordavia,2024-11-01,07:37,166
SU6602,Pobeda,2024-02-06,07:17,290
SU2805,Yakutia,2024-02-18,17:20,164
SU5875,Yakutia,2024-05-15,06:23,137
SU4075,Nordavia,2024-02-20,05:26,219
SU2785,Ural Airlines,2024-10-20,00:21,96
SU6379,Ural Airlines,2024-02-02,21:10,174
SU3458,Ural Airlines,2024-05-01,09:34,280
SU1415,Aeroflot,2024-09-15,16:42,191
SU933,Pobeda,2024-01-04,00:37,74
SU7952,Nordavia,2024-07-21,19:50,185
SU2861,Rossiya,2024-12-13,07:15,99
SU787,Nordavia,2024-04-03,22:04,107
SU9116,Pobeda,2024-06-06,12:41,139
SU5642,UTair,2024-03-28,09:41,208
SU4107,S7 Airlines,2024-06-04,13:54,199
SU2983,Ural Airlines,2024-10-01,15:13,82
SU7577,Rossiya,2024-10-13,02:40,72
SU6829,Red Wings,2024-01-16,06:25,107
SU3678,Rossiya,2024-03-26,01:03,286
SU1276,Rossiya,2024-09-09,03:49,160
SU4448,Red Wings,2024-08-01,19:10,98
SU7831,Ural Airlines,2024-12-03,01:49,89
SU9682,Ural Airlines,2024-06-04,03:22,93
SU5707,Ural Airlines,2024-06-08,10:17,52
SU8871,Aeroflot,2024-06-23,12:18,113
SU3503,Yakutia,2024-03-17,19:18,122
SU4867,Nordavia,2024-12-07,09:58,137
SU5747,Red Wings,2024-01-02,20:36,131
SU7684,Azimuth,2024-05-12,01:43,174
SU5236,Nordavia,2024-08-03,01:58,255
SU3350,S7 Airlines,2024-04-10,09:45,141
SU4942,Azimuth,2024-01-23,19:09,90
SU6182,Ural Airlines,2024-09-12,10:08,169
SU9608,Yakutia,2024-10-19,03:30,183
SU5481,Rossiya,2024-12-14,08:37,327
SU3759,Ural Airlines,2024-10-13,16:24,343
SU5181,Nordavia,2024-01-07,01:58,62
SU2357,Nordavia,2024-02-15,16:53,79
SU3978,S7 Airlines,2024-02-28,04:39,304
SU186,UTair,2024-06-24,07:38,106
SU2770,Azimuth,2024-08-09,16:41,299
SU198,Azimuth,2024-10-10,12:13,330
SU135,S7 Airlines,2024-04-16,17:33,301
SU7006,UTair,2024-06-26,16:58,55
SU5731,Rossiya,2024-08-19,23:52,145
SU7956,S7 Airlines,2024-01-21,12:02,237
SU2182,Pobeda,2024-03-25,03:09,238
SU9607,Nordavia,2024-12-05,23:48,294
SU5921,Nordavia,2024-03-08,23:01,299
SU3213,Red Wings,2024-10-20,03:06,80
SU9926,Nordavia,2024-01-01,04:28,221
SU8787,Pobeda,2024-06-22,07:24,155
SU5451,Azimuth,2024-11-08,15:09,272
SU4738,Azimuth,2024-01-28,13:14,137
SU8146,Red Wings,2024-11-06,23:40,242
SU1980,Yakutia,2024-09-16,21:17,263
SU6175,S7 Airlines,2024-04-22,08:01,58
SU1459,Rossiya,2024-05-19,15:08,172
SU8487,Aeroflot,2024-04-14,05:00,267
SU5884,Nordavia,2024-09-21,15:00,141
SU5542,Azimuth,2024-01-27,17:20,296
SU292,Azimuth,2024-08-24,15:22,137
SU7868,Aeroflot,2024-01-11,16:48,264
SU3957,Rossiya,2024-01-10,20:56,288
SU7568,Ural Airlines,2024-10-24,06:08,80
